time,id,type,link,lane,x,y,angle,speed.mph,pos,accel.fpss
2.00,7_add_0_4,4518,107391104#10,0,7396.7522052,13025.4925428,272.29,0.0,15.091864,0.0
2.00,B38_0_1,1509,-46121861#1,0,5661.1878452,13023.5896556,117.04,3.8922756,32.578741199999996,2.8215224
2.00,B62_0_1,1509,221605483#0,0,4641.9292823999995,15241.798388,92.15,3.8475368000000003,32.5459328,2.9199476
2.00,add_2_0_5,1509,5676999#0,0,5656.9227532,14826.2471936,272.45,0.0,5.249344000000001,0.0
2.10,11_29_0_3,4518,46121854,0,6054.3965192000005,12822.0476544,116.93,0.6487126,15.190289199999999,9.4160108
2.10,1_4_0_1,5018,5677903#1,1,5201.1812688,15482.4808104,158.58,13.869028000000002,39.37008,9.448819199999999
2.10,24_31_0_0,1509,23334065#2,0,9141.9622348,8789.3047432,284.38,5.8831522000000005,14.7965884,4.0354332
2.10,4_1_0_2,5018,41381890#0.0,1,5454.9214344,14386.155315999998,90.84,7.449010200000001,23.3267724,9.6456696
2.10,7_add_0_4,4518,107391104#10,0,7396.65378,13025.4925428,272.29,0.6487126,15.190289199999999,9.514436
2.10,B38_0_1,1509,-46121861#1,0,5661.7127796,13023.3271884,117.04,4.0712308,33.2021008,2.7559055999999997
2.10,B62_0_1,1509,221605483#0,0,4642.519833599999,15241.765579599998,92.15,4.048861400000001,33.136483999999996,2.8215224
2.10,add_2_0_5,1509,5676999#0,0,5656.8899448,14826.2471936,272.45,0.2908022,5.2821524,4.2322836
2.20,11_29_0_3,4518,46121854,0,6054.5605612,12821.982037599999,116.93,1.2750558,15.387139600000001,9.448819199999999
2.20,1_4_0_1,5018,5677903#1,1,5201.9686704,15480.5123064,158.58,14.517740600000002,41.502626,9.7112864
2.20,24_31_0_0,1509,23334065#2,0,9141.076407999999,8789.534402000001,284.38,6.1739543999999995,15.7152236,4.2322836
2.20,4_1_0_2,5018,41381890#0.0,1,5456.1025368,14386.122507600001,90.84,8.097722800000001,24.5078748,9.580052799999999
2.20,7_add_0_4,4518,107391104#10,0,7396.489737999999,13025.5253512,272.29,1.2750558,15.387139600000001,9.3175856
2.20,B38_0_1,1509,-46121861#1,0,5662.270522399999,13023.031912800001,117.04,4.250186,33.825460400000004,2.7230971999999998
2.20,B62_0_1,1509,221605483#0,0,4643.1431932,15241.7327712,92.15,4.2278166,33.759843599999996,2.7559055999999997
2.20,add_2_0_5,1509,5676999#0,0,5656.7915196,14826.2471936,272.45,0.5816044,5.3805776,4.265092
2.30,11_29_0_3,4518,46121854,0,6054.79022,12821.850804,116.93,1.9237684000000002,15.649606799999999,9.2847772
2.30,1_4_0_1,5018,5677903#1,1,5202.7888803999995,15478.4453772,158.58,15.166453200000001,43.7335972,9.514436
2.30,24_31_0_0,1509,23334065#2,0,9140.1577728,8789.7640608,284.38,6.4423872,16.6666672,4.10105
2.30,4_1_0_2,5018,41381890#0.0,1,5457.382064400001,14386.0896992,90.84,8.7911742,25.7874024,10.0393704
2.30,7_add_0_4,4518,107391104#10,0,7396.194462400001,13025.5253512,272.29,1.9237684000000002,15.649606799999999,9.350394
2.30,B38_0_1,1509,-46121861#1,0,5662.8610736,13022.7366372,117.04,4.451510600000001,34.44882,2.7887139999999997
2.30,B62_0_1,1509,221605483#0,0,4643.7993612,15241.7327712,92.15,4.4067718000000005,34.4160116,2.6574804000000003
2.30,add_2_0_5,1509,5676999#0,0,5656.660286,14826.2471936,272.45,0.8724066000000001,5.5118111999999995,4.2322836
2.40,11_29_0_3,4518,46121854,0,6055.1511124,12821.686762000001,116.93,2.5501116,16.0433076,9.2847772
2.40,1_4_0_1,5018,5677903#1,1,5203.6418988,15476.2800228,158.58,15.8599046,46.0629936,10.006561999999999
2.40,24_31_0_0,1509,23334065#2,0,9139.2063292,8790.026527999999,284.38,6.71082,17.6509192,3.9370079999999996
2.40,4_1_0_2,5018,41381890#0.0,1,5458.7928256,14386.0896992,90.84,9.417517400000001,27.198163599999997,9.3175856
2.40,7_add_0_4,4518,107391104#10,0,7395.83357,13025.5581596,272.29,2.5501116,16.0433076,9.3832024
2.40,B38_0_1,1509,-46121861#1,0,5663.4516248,13022.441361599998,117.04,4.6304658,35.1377964,2.7230971999999998
2.40,B62_0_1,1509,221605483#0,0,4644.4555292000005,15241.6999628,92.15,4.608096400000001,35.0721796,2.9199476
2.40,add_2_0_5,1509,5676999#0,0,5656.496244,14826.2471936,272.45,1.1632088,5.6758532,4.2322836
2.50,11_29_0_3,4518,46121854,0,6055.5448132,12821.4571032,116.93,3.1988242000000002,16.5026252,9.4816276
2.50,1_4_0_1,5018,5677903#1,1,5204.4949172,15474.016243199998,158.58,16.4862478,48.4580068,9.186352
2.50,24_31_0_0,1509,23334065#2,0,9138.2220772,8790.2561868,284.38,7.0016222,18.667979600000002,4.0026247999999995
2.50,4_1_0_2,5018,41381890#0.0,1,5460.2363952,14386.056890799999,90.84,10.0438606,28.6417332,9.350394
2.50,7_add_0_4,4518,107391104#10,0,7395.3742524,13025.5581596,272.29,3.1764548,16.5026252,9.120735199999999
2.50,B38_0_1,1509,-46121861#1,0,5664.0749844,13022.1132776,117.04,4.831790400000001,35.8595812,2.8543308
2.50,B62_0_1,1509,221605483#0,0,4645.177314,15241.6671544,92.15,4.787051600000001,35.7939644,2.7559055999999997
2.50,add_2_0_5,1509,5676999#0,0,5656.2993936,14826.280002000001,272.45,1.4316416,5.8727036,4.1666668
2.60,11_29_0_3,4518,46121854,0,6056.0697476000005,12821.194636,116.93,3.8251674,17.060368,9.1535436
2.60,1_4_0_1,5018,5677903#1,1,5205.413552399999,15471.686846800001,158.58,17.1573298,50.984253599999995,9.9081368
2.60,24_31_0_0,1509,23334065#2,0,9137.2050168,8790.518654,284.38,7.270055,19.717848399999998,3.9041995999999997
2.60,4_1_0_2,5018,41381890#0.0,1,5461.8111984,14386.0240824,90.84,10.737312000000001,30.216536400000003,10.0393704
2.60,7_add_0_4,4518,107391104#10,0,7394.783701199999,13025.590967999999,272.29,3.8251674,17.060368,9.4816276
2.60,B38_0_1,1509,-46121861#1,0,5664.7311524,13021.7851936,117.04,5.0331150000000004,36.581366,2.8543308
2.60,B62_0_1,1509,221605483#0,0,4645.8990988,15241.634345999999,92.15,4.9883762,36.5157492,2.952756
2.60,add_2_0_5,1509,5676999#0,0,5656.0369264,14826.280002000001,272.45,1.7224438000000002,6.1351708,4.2322836
2.70,11_29_0_3,4518,46121854,0,6056.6274904,12820.899360399999,116.93,4.451510600000001,17.716536,9.0879268
2.70,1_4_0_1,5018,5677903#1,1,5206.364996,15469.259025199999,158.58,17.783673,53.57611719999999,9.1535436
2.70,24_31_0_0,1509,23334065#2,0,9136.1223396,8790.8139296,284.38,7.5384878,20.833333999999997,4.1666668
2.70,4_1_0_2,5018,41381890#0.0,1,5463.4844268,14386.0240824,90.84,11.3636552,31.889764800000002,9.186352
2.70,7_add_0_4,4518,107391104#10,0,7394.160341599999,13025.6237764,272.29,4.4291412,17.716536,8.858268
2.70,B38_0_1,1509,-46121861#1,0,5665.4201287999995,13021.424301199999,117.04,5.2120702,37.3687676,2.7230971999999998
2.70,B62_0_1,1509,221605483#0,0,4646.653692,15241.601537600001,92.15,5.1897008,37.2703424,2.8215224
2.70,add_2_0_5,1509,5676999#0,0,5655.7416508,14826.280002000001,272.45,2.013246,6.4304464,4.0026247999999995
2.80,11_29_0_3,4518,46121854,0,6057.3164668,12820.5712764,116.93,5.0554844,18.4711292,9.0879268
2.80,1_4_0_1,5018,5677903#1,1,5207.3820564,15466.7327784,158.58,18.432385600000003,56.2992144,9.4160108
2.80,24_31_0_0,1509,23334065#2,0,9135.006854,8791.0763968,284.38,7.806920600000001,21.981628,3.8713911999999997
2.80,4_1_0_2,5018,41381890#0.0,1,5465.2560803999995,14385.991274000002,90.84,12.0347372,33.6614184,9.744094800000001
2.80,7_add_0_4,4518,107391104#10,0,7393.4057484,13025.6237764,272.29,5.077853800000001,18.4711292,9.448819199999999
2.80,B38_0_1,1509,-46121861#1,0,5666.1419135999995,13021.0634088,117.04,5.4133948,38.1561692,2.9199476
2.80,B62_0_1,1509,221605483#0,0,4647.4410935999995,15241.5687292,92.15,5.391025400000001,38.0905524,2.952756
2.80,add_2_0_5,1509,5676999#0,0,5655.4135668,14826.3128104,272.45,2.2816788000000003,6.7585304,3.9370079999999996
2.90,11_29_0_3,4518,46121854,0,6058.0382516,12820.210384,116.93,5.704197,19.2913392,9.4160108
2.90,1_4_0_1,5018,5677903#1,1,5208.3991168,15464.1409148,158.58,19.0587288,59.0879284,9.3175856
2.90,24_31_0_0,1509,23334065#2,0,9133.85856,8791.3716724,284.38,8.097722800000001,23.162730399999997,4.2322836
2.90,4_1_0_2,5018,41381890#0.0,1,5467.1261592,14385.9584656,90.84,12.728188600000001,35.5314972,10.137795599999999
2.90,7_add_0_4,4518,107391104#10,0,7392.55273,13025.6565848,272.29,5.704197,19.2913392,9.0551184
2.90,B38_0_1,1509,-46121861#1,0,5666.8636983999995,13020.7025164,117.04,5.6147194,38.976379200000004,2.8543308
2.90,B62_0_1,1509,221605483#0,0,4648.2613036,15241.5687292,92.15,5.592350000000001,38.910762399999996,2.8543308
2.90,add_2_0_5,1509,5676999#0,0,5655.0526744,14826.3128104,272.45,2.5501116,7.1522312,4.10105
3.00,11_29_0_3,4518,46121854,0,6058.89127,12819.7838748,116.93,6.330540200000001,20.2099744,9.0551184
3.00,1_4_0_1,5018,5677903#1,1,5209.4489856,15461.450625999998,158.58,19.7521802,61.9750676,10.1049872
3.00,24_31_0_0,1509,23334065#2,0,9132.677457599999,8791.6997564,284.38,8.3661556,24.376641199999998,3.9041995999999997
3.00,31_5_0_7,4518,-222258277#5,0,9231.8572508,7649.245651599999,330.79,0.0,15.091864,0.0
3.00,4_1_0_2,5018,41381890#0.0,1,5469.0946632000005,14385.9256572,90.84,13.399270600000001,37.5000012,9.9737536
3.00,7_add_0_4,4518,107391104#10,0,7391.6340948,13025.7222016,272.29,6.3081708,20.2099744,8.8910764
3.00,B38_0_1,1509,-46121861#1,0,5667.6182916,13020.308815600001,117.04,5.7936746,39.8293976,2.7230971999999998
3.00,B62_0_1,1509,221605483#0,0,4649.114321999999,15241.535920799999,92.15,5.7713052000000005,39.7309724,2.7230971999999998
3.00,add_2_0_5,1509,5676999#0,0,5654.6261652,14826.345618799998,272.45,2.8185444000000004,7.545932,3.8713911999999997
3.10,11_29_0_3,4518,46121854,0,6059.7770967999995,12819.3245572,116.93,6.956883400000001,21.2270348,9.1535436
3.10,1_4_0_1,5018,5677903#1,1,5210.5316628,15458.661912000001,158.58,20.4008928,64.9934404,9.7112864
3.10,24_31_0_0,1509,23334065#2,0,9131.4307384,8791.995032,284.38,8.6569578,25.6561688,4.265092
3.10,31_5_0_7,4518,-222258277#5,0,9231.8244424,7649.3440768,330.79,0.6487126,15.190289199999999,9.4816276
3.10,4_1_0_2,5018,41381890#0.0,1,5471.1615924,14385.892848799998,90.84,14.092722,39.566930400000004,10.1049872
3.10,7_add_0_4,4518,107391104#10,0,7390.617034399999,13025.75501,272.29,6.934514000000001,21.2270348,9.2191604
3.10,B38_0_1,1509,-46121861#1,0,5668.4056932,13019.9151148,117.04,5.9949992000000005,40.682416,2.9199476
3.10,B62_0_1,1509,221605483#0,0,4650.0001488,15241.503112399998,92.15,5.9726298,40.6167992,2.8871392
3.10,add_2_0_5,1509,5676999#0,0,5654.1668476,14826.345618799998,272.45,3.1093466,8.005249599999999,4.1994752
3.20,11_29_0_3,4518,46121854,0,6060.7613488,12818.7996228,116.93,7.5608572,22.342520399999998,9.0551184
3.20,1_4_0_1,5018,5677903#1,1,5211.6799568,15455.7747728,158.58,21.0719748,68.07742999999999,9.7769032
3.20,24_31_0_0,1509,23334065#2,0,9130.1840192,8792.323116,284.38,8.925390600000002,26.9685048,3.9370079999999996
3.20,31_5_0_7,4518,-222258277#5,0,9231.7260172,7649.5081188,330.79,1.2974252,15.387139600000001,9.4160108
3.20,4_1_0_2,5018,41381890#0.0,1,5473.3269468,14385.8600404,90.84,14.7414346,41.7322848,9.514436
3.20,7_add_0_4,4518,107391104#10,0,7389.5343572,13025.7878184,272.29,7.5384878,22.342520399999998,9.0879268
3.20,B38_0_1,1509,-46121861#1,0,5669.2259032,13019.4886056,117.04,6.1739543999999995,41.6010512,2.7230971999999998
3.20,B62_0_1,1509,221605483#0,0,4650.885975599999,15241.470304,92.15,6.151585000000001,41.5354344,2.6574804000000003
3.20,add_2_0_5,1509,5676999#0,0,5653.6747216,14826.3784272,272.45,3.3777794,8.4973756,4.0682416
3.30,11_29_0_3,4518,46121854,0,6061.844026000001,12818.2746884,116.93,8.164831,23.5564312,8.6286092
3.30,1_4_0_1,5018,5677903#1,1,5212.828250799999,15452.8220168,158.58,21.720687400000003,71.2598448,9.3832024
3.30,24_31_0_0,1509,23334065#2,0,9128.8716832,8792.6512,284.38,9.193823400000001,28.313649200000004,3.9370079999999996
3.30,31_5_0_7,4518,-222258277#5,0,9231.5947836,7649.737777599999,330.79,1.9237684000000002,15.649606799999999,9.4160108
3.30,4_1_0_2,5018,41381890#0.0,1,5475.5907264,14385.827232,90.84,15.434886000000002,43.9960644,10.137795599999999
3.30,7_add_0_4,4518,107391104#10,0,7388.3204464,13025.8534352,272.29,8.1424616,23.5236228,8.6614176
3.30,B38_0_1,1509,-46121861#1,0,5670.0461132,13019.0620964,117.04,6.375279000000001,42.552494800000005,2.952756
3.30,B62_0_1,1509,221605483#0,0,4651.8374192,15241.4046872,92.15,6.3529096,42.4540696,2.9199476
3.30,add_2_0_5,1509,5676999#0,0,5653.1497872,14826.4112356,272.45,3.6462122,9.02231,4.0354332
3.40,11_29_0_3,4518,46121854,0,6062.99232,12817.6841372,116.93,8.746435400000001,24.8359588,8.595800800000001
3.40,1_4_0_1,5018,5677903#1,1,5214.0421616,15449.7380272,158.58,22.4141388,74.5406848,10.170604
3.40,24_31_0_0,1509,23334065#2,0,9127.5265388,8793.0120924,284.38,9.484625600000001,29.691602000000003,4.1666668
3.40,31_5_0_7,4518,-222258277#5,0,9231.3979332,7650.065861599999,330.79,2.572481,16.0433076,9.4160108
3.40,4_1_0_2,5018,41381890#0.0,1,5477.9201228,14385.7944236,90.84,16.0612292,46.325460799999995,9.2519688
3.40,4_5_0_6,8025,41381890#0.0,1,5458.169466,14386.0896992,90.84,0.0,26.574804,0.0
3.40,7_add_0_4,4518,107391104#10,0,7387.0409188,13025.8862436,272.29,8.7911742,24.8031504,9.4816276
3.40,B38_0_1,1509,-46121861#1,0,5670.8991316,13018.6355872,117.04,6.5766036,43.503938399999996,2.9199476
3.40,B62_0_1,1509,221605483#0,0,4652.7888628,15241.371878799999,92.15,6.5318648,43.4055132,2.7887139999999997
3.40,add_2_0_5,1509,5676999#0,0,5652.559236,14826.444044000002,272.45,3.914645,9.612861200000001,4.0026247999999995
3.50,11_29_0_3,4518,46121854,0,6064.2062307999995,12817.0607776,116.93,9.372778600000002,26.2139116,9.3175856
3.50,1_4_0_1,5018,5677903#1,1,5215.223263999999,15446.752462800001,158.58,22.0785978,77.7887164,-4.92126
3.50,24_31_0_0,1509,23334065#2,0,9126.148586,8793.372984799998,284.38,9.730689,31.1351716,3.9041995999999997
3.50,31_5_0_7,4518,-222258277#5,0,9231.168274399999,7650.4923708,330.79,3.1988242000000002,16.5026252,9.0879268
3.50,4_1_0_2,5018,41381890#0.0,1,5480.3807528,14385.7616152,90.84,16.7546806,48.7860908,10.0721788
3.50,4_5_0_6,8025,41381890#0.0,1,5458.2678912,14386.0896992,90.84,0.6487126,26.6732292,9.514436
3.50,7_add_0_4,4518,107391104#10,0,7385.662966,13025.9518604,272.29,9.395148,26.181103200000003,9.0551184
3.50,B38_0_1,1509,-46121861#1,0,5671.7849584,13018.1762696,117.04,6.7779282,44.4881904,2.8871392
3.50,B62_0_1,1509,221605483#0,0,4653.7731148,15241.339070400001,92.15,6.7331894,44.3897652,2.9199476
3.50,add_2_0_5,1509,5676999#0,0,5651.9358764,14826.444044000002,272.45,4.2054472,10.2362208,3.9698164
3.60,11_29_0_3,4518,46121854,0,6065.5185667999995,12816.4046096,116.93,9.9991218,27.6574812,9.2191604
3.60,1_4_0_1,5018,5677903#1,1,5216.371558,15443.766898400001,158.58,21.7430568,80.9711312,-4.92126
3.60,24_31_0_0,1509,23334065#2,0,9124.7050164,8793.7338772,284.38,9.9991218,32.6115496,3.9370079999999996
3.60,31_5_0_7,4518,-222258277#5,0,9230.905807199999,7650.9844968,330.79,3.8251674,17.060368,9.448819199999999
3.60,4_1_0_2,5018,41381890#0.0,1,5482.939808,14385.728806800002,90.84,17.4033932,51.345146,9.514436
3.60,4_5_0_6,8025,41381890#0.0,1,5458.4647416,14386.0896992,90.84,1.2974252,26.870079599999997,9.448819199999999
3.60,7_add_0_4,4518,107391104#10,0,7384.186588,13026.0174772,272.29,10.021491200000002,27.6574812,9.0551184
3.60,B38_0_1,1509,-46121861#1,0,5672.7035936,13017.716952,117.04,6.956883400000001,45.5052508,2.7230971999999998
3.60,B62_0_1,1509,221605483#0,0,4654.7901752,15241.306262,92.15,6.934514000000001,45.4068256,2.7559055999999997
3.60,add_2_0_5,1509,5676999#0,0,5651.2797084,14826.4768524,272.45,4.4962494,10.892388799999999,4.265092
3.70,11_29_0_3,4518,46121854,0,6066.8965196,12815.7156332,116.93,10.625465,29.2322844,9.1535436
3.70,1_4_0_1,5018,5677903#1,1,5217.519851999999,15440.8469508,158.58,21.407515800000002,84.1207376,-4.92126
3.70,24_31_0_0,1509,23334065#2,0,9123.2614468,8794.0947696,284.38,10.2675546,34.120736,3.9041995999999997
3.70,31_5_0_7,4518,-222258277#5,0,9230.5777232,7651.5422396,330.79,4.451510600000001,17.716536,9.186352
3.70,4_1_0_2,5018,41381890#0.0,1,5485.5972884,14385.6959984,90.84,18.074475200000002,54.002626400000004,9.8097116
3.70,4_5_0_6,8025,41381890#0.0,1,5458.7272088,14386.0896992,90.84,1.9237684000000002,27.1325468,9.2847772
3.70,7_add_0_4,4518,107391104#10,0,7382.6445932,13026.083094,272.29,10.6702038,29.2322844,9.4816276
3.70,B38_0_1,1509,-46121861#1,0,5673.6222288,13017.257634399999,117.04,7.1358386000000005,46.5551196,2.6574804000000003
3.70,B62_0_1,1509,221605483#0,0,4655.840044,15241.273453599999,92.15,7.1358386000000005,46.4566944,2.952756
3.70,add_2_0_5,1509,5676999#0,0,5650.590732,14826.5096608,272.45,4.7646822,11.581365199999999,4.1666668
3.80,11_29_0_3,4518,46121854,0,6068.3728976,12814.96104,116.93,11.2294388,30.8727044,8.6614176
3.80,1_4_0_1,5018,5677903#1,1,5218.635337600001,15437.9598116,158.58,21.0719748,87.2047272,-4.92126
3.80,24_31_0_0,1509,23334065#2,0,9121.7522604,8794.4884704,284.38,10.5583568,35.6627308,4.1666668
3.80,31_5_0_7,4518,-222258277#5,0,9230.2168308,7652.1984076,330.79,5.077853800000001,18.4711292,9.0551184
3.80,4_1_0_2,5018,41381890#0.0,1,5488.353193999999,14385.66319,90.84,18.723187799999998,56.758532,9.744094800000001
3.80,4_5_0_6,8025,41381890#0.0,1,5459.1209096,14386.0896992,90.84,2.572481,27.5262476,9.350394
3.80,7_add_0_4,4518,107391104#10,0,7380.9713648,13026.1487108,272.29,11.251808200000001,30.8727044,8.694226
3.80,B38_0_1,1509,-46121861#1,0,5674.5736724,13016.7655084,117.04,7.3147938,47.6377968,2.6902888
3.80,B62_0_1,1509,221605483#0,0,4656.8899128,15241.2406452,92.15,7.3147938,47.5393716,2.7887139999999997
3.80,add_2_0_5,1509,5676999#0,0,5649.8689472,14826.5424692,272.45,5.0331150000000004,12.335958399999999,3.9698164
3.90,11_29_0_3,4518,46121854,0,6069.914892399999,12814.173638400001,116.93,11.855782,32.6115496,9.186352
3.90,1_4_0_1,5018,5677903#1,1,5219.7508232,15435.1382892,158.58,20.7364338,90.2231,-4.92126
3.90,24_31_0_0,1509,23334065#2,0,9120.2102656,8794.882171199999,284.38,10.8267896,37.237534,3.8713911999999997
3.90,31_5_0_7,4518,-222258277#5,0,9229.82313,7652.920192400001,330.79,5.6818276,19.2913392,8.7926512
3.90,4_1_0_2,5018,41381890#0.0,1,5491.1747164,14385.597573199999,90.84,19.3719004,59.5800544,9.4160108
3.90,4_5_0_6,8025,41381890#0.0,1,5459.5802272,14386.056890799999,90.84,3.1988242000000002,27.985565199999996,9.1535436
3.90,7_add_0_4,4518,107391104#10,0,7379.2325196,13026.214327599999,272.29,11.9005208,32.6115496,9.448819199999999
3.90,B38_0_1,1509,-46121861#1,0,5675.5579244,13016.2733824,117.04,7.5161184,48.753282399999996,2.8215224
3.90,B62_0_1,1509,221605483#0,0,4658.0053984,15241.1750284,92.15,7.5161184,48.6220488,2.8543308
3.90,add_2_0_5,1509,5676999#0,0,5649.0815456,14826.5752776,272.45,5.3239172,13.090551600000001,4.0026247999999995
4.00,11_29_0_3,4518,46121854,0,6071.5553124,12813.3534284,116.93,12.459755800000002,34.44882,8.9238848
4.00,14_5_0_9,4518,-222251427#2,0,8627.1000136,10543.0449568,284.77,0.0,15.091864,0.0
4.00,1_4_0_1,5018,5677903#1,1,5220.866308799999,15432.3495752,158.58,20.4008928,93.24147280000001,-4.92126
4.00,24_31_0_0,1509,23334065#2,0,9118.6354624,8795.275872,284.38,11.0952224,38.877953999999995,4.1338584
4.00,27_3_0_11,4518,5681969#1,0,7866.7653436,8963.4517304,116.67,0.0,15.091864,0.0
4.00,31_5_0_7,4518,-222258277#5,0,9229.3638124,7653.740402400001,330.79,6.2858014,20.2099744,8.7598428
4.00,4_1_0_2,5018,41381890#0.0,1,5494.1274723999995,14385.564764800001,90.84,19.9982436,62.532810399999995,9.2847772
4.00,4_5_0_6,8025,41381890#0.0,1,5460.13797,14386.056890799999,90.84,3.8251674,28.543307999999996,9.4816276
4.00,7_add_0_4,4518,107391104#10,0,7377.395249200001,13026.2799444,272.29,12.526864,34.44882,9.0879268
4.00,B38_0_1,1509,-46121861#1,0,5676.5749848000005,13015.748447999998,117.04,7.717443000000001,49.868767999999996,2.8543308
4.00,B62_0_1,1509,221605483#0,0,4659.120884,15241.14222,92.15,7.695073600000001,49.7703428,2.6574804000000003
4.00,add_2_0_5,1509,5676999#0,0,5648.261335599999,14826.608085999998,272.45,5.592350000000001,13.9107616,4.1666668
4.10,11_29_0_3,4518,46121854,0,6073.2613492,12812.4676016,116.93,13.0637296,36.3517072,9.02231
4.10,14_5_0_9,4518,-222251427#2,0,8627.0015884,10543.0777652,284.77,0.6487126,15.190289199999999,9.4816276
4.10,1_4_0_1,5018,5677903#1,1,5221.9161776,15429.626478,158.58,20.065351800000002,96.1614204,-4.92126
4.10,24_31_0_0,1509,23334065#2,0,9117.0278508,8795.702381199999,284.38,11.3636552,40.551182399999995,3.8713911999999997
4.10,27_3_0_11,4518,5681969#1,0,7866.863768800001,8963.3861136,116.67,0.6487126,15.190289199999999,9.514436
4.10,31_5_0_7,4518,-222258277#5,0,9228.8716864,7654.6262292,330.79,6.889775200000001,21.2270348,9.120735199999999
4.10,4_1_0_2,5018,41381890#0.0,1,5497.1458452,14385.5319564,90.84,20.6469562,65.5511832,9.2519688
4.10,4_5_0_6,8025,41381890#0.0,1,5460.794138,14386.056890799999,90.84,4.451510600000001,29.199476,9.0879268
4.10,7_add_0_4,4518,107391104#10,0,7375.492362000001,13026.3455612,272.29,13.1532072,36.3845156,9.2847772
4.10,B38_0_1,1509,-46121861#1,0,5677.5920452,13015.2235136,117.04,7.8963982,51.017062,2.7887139999999997
4.10,B62_0_1,1509,221605483#0,0,4660.3019864,15241.109411599999,92.15,7.8963982,50.9186368,2.8543308
4.10,add_2_0_5,1509,5676999#0,0,5647.4083172,14826.6408944,272.45,5.8831522000000005,14.7965884,4.1666668
4.20,11_29_0_3,4518,46121854,0,6075.0330028,12811.5489664,116.93,13.667703400000002,38.353019599999996,8.9238848
4.20,14_5_0_9,4518,-222251427#2,0,8626.8375464,10543.110573599999,284.77,1.2974252,15.387139600000001,9.4160108
4.20,1_4_0_1,5018,5677903#1,1,5222.9988548,15426.9361892,158.58,19.729810800000003,99.081368,-4.92126
4.20,24_31_0_0,1509,23334065#2,0,9115.3874308,8796.1288904,284.38,11.6544574,42.2572192,4.10105
4.20,27_3_0_11,4518,5681969#1,0,7867.027810799999,8963.3204968,116.67,1.2974252,15.387139600000001,9.448819199999999
4.20,31_5_0_7,4518,-222258277#5,0,9228.3139436,7655.5776728,330.79,7.493749000000001,22.342520399999998,8.8254596
4.20,4_1_0_2,5018,41381890#0.0,1,5500.2298348,14385.466339599998,90.84,21.094344200000002,68.6351728,6.8241472000000005
4.20,4_5_0_6,8025,41381890#0.0,1,5461.5487312000005,14386.056890799999,90.84,5.1002232,29.954069200000003,9.4816276
4.20,7_add_0_4,4518,107391104#10,0,7373.458241199999,13026.4439864,272.29,13.8019198,38.418636400000004,9.4160108
4.20,B38_0_1,1509,-46121861#1,0,5678.6747224,13014.6657708,117.04,8.097722800000001,52.230972799999996,2.8215224
4.20,B62_0_1,1509,221605483#0,0,4661.4830888,15241.0437948,92.15,8.075353400000001,52.0997392,2.8871392
