time,id,type,link,lane,x,y,angle,speed.mph,pos,accel.fpss
5.30,14_5_0_9,4518,-222251427#2,0,8618.930722000001,10545.210311199999,284.77,8.1424616,23.5564312,8.7598428
5.30,1_4_0_1,5018,5677903#1,1,5233.431926,15400.3285768,158.58,16.0388598,127.65748439999999,-4.92126
5.30,24_31_0_0,1509,23334065#2,0,9094.6197136,8801.4438512,284.38,14.651957000000001,63.6811044,4.1338584
5.30,27_3_0_11,4518,5681969#1,0,7874.344083999999,8959.645956,116.67,8.2095698,23.5564312,9.0879268
5.30,31_5_0_7,4518,-222258277#5,0,9219.488484,7671.391321599999,330.79,14.316416000000002,40.4199488,9.2847772
5.30,4_1_0_2,5018,41381890#0.0,1,5531.0697308,14385.007022,90.84,17.425762600000002,99.4750688,-4.92126
5.30,4_5_0_6,8025,41381890#0.0,1,5475.6891516,14385.827232,90.84,11.8334126,44.094489599999996,8.7926512
5.30,7_add_0_4,4518,107391104#10,0,7345.308634,13027.559472,272.29,20.5351092,66.601052,8.694226
5.30,B38_0_1,1509,-46121861#1,0,5691.9621244,13007.9072404,117.04,10.2004464,67.1259864,2.8871392
5.30,B54_0_1,1509,221605483#0,0,4637.2704896000005,15241.96243,92.15,1.7671826000000002,27.88714,2.7559055999999997
5.30,B62_0_1,1509,221605483#0,0,4676.345294,15240.486052,92.15,10.178077,66.9947528,2.6902888
5.30,add_2_0_5,1509,5676999#0,0,5633.858448,14827.2314456,272.45,9.2385622,28.313649200000004,4.1994752
5.40,11_29_0_3,4518,46121854,0,6102.854526,12797.4413544,116.93,21.206191200000003,69.553808,9.4816276
5.40,14_5_0_9,4518,-222251427#2,0,8617.6840028,10545.538395200001,284.77,8.724066,24.8359588,8.6286092
5.40,1_4_0_1,5018,5677903#1,1,5234.252136,15398.1960308,158.58,15.7033188,129.9540724,-4.92126
5.40,24_31_0_0,1509,23334065#2,0,9092.519976,8802.001594,284.38,14.9203898,65.8464588,4.0682416
5.40,27_3_0_11,4518,5681969#1,0,7875.492377999999,8959.0554048,116.67,8.7911742,24.8687672,8.595800800000001
5.40,31_5_0_7,4518,-222258277#5,0,9218.4386152,7673.294208800001,330.79,14.898020400000002,42.5853032,8.562992399999999
5.40,4_1_0_2,5018,41381890#0.0,1,5533.563169200001,14384.9742136,90.84,17.0902216,101.96850719999999,-4.92126
5.40,4_5_0_6,8025,41381890#0.0,1,5477.526422,14385.7944236,90.84,12.4373864,45.93176,8.694226
5.40,7_add_0_4,4518,107391104#10,0,7342.191836,13027.6907056,272.29,21.1614524,69.68504159999999,9.350394
5.40,B38_0_1,1509,-46121861#1,0,5693.3072688,13007.1854556,117.04,10.401771000000002,68.6679812,2.8215224
5.40,B54_0_1,1509,221605483#0,0,4637.5657652,15241.96243,92.15,1.9461378,28.1824156,2.7230971999999998
5.40,B62_0_1,1509,221605483#0,0,4677.854480399999,15240.453243599999,92.15,10.3570322,68.50393919999999,2.7559055999999997
5.40,add_2_0_5,1509,5676999#0,0,5632.4804951999995,14827.297062399999,272.45,9.506995,29.7244104,3.9370079999999996
5.50,11_29_0_3,4518,46121854,0,6105.7088568,12795.9977848,116.93,21.810165,72.7690312,9.120735199999999
5.50,14_5_0_9,4518,-222251427#2,0,8616.3388584,10545.8992876,284.77,9.3504092,26.2139116,8.9895016
5.50,1_4_0_1,5018,5677903#1,1,5235.072346,15396.096293199998,158.58,15.3677778,132.217852,-4.92126
5.50,24_31_0_0,1509,23334065#2,0,9090.3546216,8802.526528400002,284.38,15.188822600000002,68.07742999999999,3.9041995999999997
5.50,27_3_0_11,4518,5681969#1,0,7876.739097199999,8958.432045200001,116.67,9.417517400000001,26.24672,9.02231
5.50,31_5_0_7,4518,-222258277#5,0,9217.3231296,7675.2627128,330.79,15.5019942,44.8818912,8.694226
5.50,4_1_0_2,5018,41381890#0.0,1,5536.0237992,14384.9414052,90.84,16.7546806,104.4291372,-4.92126
5.50,4_5_0_6,8025,41381890#0.0,1,5479.429309200001,14385.7944236,90.84,13.0637296,47.8346472,9.186352
5.50,7_add_0_4,4518,107391104#10,0,7339.009421199999,13027.821939200001,272.29,21.765426200000004,72.9002648,8.7598428
5.50,B38_0_1,1509,-46121861#1,0,5694.6852216,13006.496479200001,117.04,10.5807262,70.209976,2.6902888
5.50,B54_0_1,1509,221605483#0,0,4637.8610407999995,15241.929621599998,92.15,2.1474624,28.4776912,2.7887139999999997
5.50,B62_0_1,1509,221605483#0,0,4679.3964752,15240.387626800002,92.15,10.5583568,70.045934,2.9199476
5.50,add_2_0_5,1509,5676999#0,0,5631.036925599999,14827.3626792,272.45,9.775427800000001,31.16798,4.1666668
5.60,11_29_0_3,4518,46121854,0,6108.6616128000005,12794.488598400001,116.93,22.4588776,76.0498712,9.2847772
5.60,14_5_0_9,4518,-222251427#2,0,8614.9280972,10546.26018,284.77,9.9767524,27.6574812,9.2847772
5.60,1_4_0_1,5018,5677903#1,1,5235.892556000001,15394.029364000002,158.58,15.0322368,134.4160148,-4.92126
5.60,24_31_0_0,1509,23334065#2,0,9088.1564588,8803.1170796,284.38,15.479624800000002,70.3412096,4.1994752
5.60,27_3_0_11,4518,5681969#1,0,7878.0514332,8957.7758772,116.67,10.021491200000002,27.6902896,9.0879268
5.60,31_5_0_7,4518,-222258277#5,0,9216.1748356,7677.329642000001,330.79,16.105968,47.244096,9.0879268
5.60,4_1_0_2,5018,41381890#0.0,1,5538.418812399999,14384.908596800002,90.84,16.4191396,106.82415040000001,-4.92126
5.60,4_5_0_6,8025,41381890#0.0,1,5481.46343,14385.7616152,90.84,13.690072800000001,49.868767999999996,9.0551184
5.60,7_add_0_4,4518,107391104#10,0,7335.728581199999,13027.9531728,272.29,22.3917694,76.1811048,9.2519688
5.60,B38_0_1,1509,-46121861#1,0,5696.0959828000005,13005.7746944,117.04,10.7596814,71.7847792,2.7230971999999998
5.60,B54_0_1,1509,221605483#0,0,4638.2219332,15241.929621599998,92.15,2.3264176,28.838583599999996,2.8215224
5.60,B62_0_1,1509,221605483#0,0,4680.9712784,15240.32201,92.15,10.737312000000001,71.6207372,2.7230971999999998
5.60,add_2_0_5,1509,5676999#0,0,5629.5605476,14827.3954876,272.45,10.066230000000001,32.644358,4.0682416
5.70,11_29_0_3,4518,46121854,0,6111.6471771999995,12792.979412,116.93,23.040482000000004,79.4291364,8.562992399999999
5.70,14_5_0_9,4518,-222251427#2,0,8613.4517192,10546.6538808,284.77,10.5807262,29.2322844,8.7270344
5.70,1_4_0_1,5018,5677903#1,1,5236.6799576,15392.028051599998,158.58,14.696695800000002,136.5485608,-4.92126
5.70,24_31_0_0,1509,23334065#2,0,9085.9254876,8803.6748224,284.38,15.748057600000001,72.67060599999999,4.2322836
5.70,27_3_0_11,4518,5681969#1,0,7879.429386,8957.086900799999,116.67,10.625465,29.265092799999998,8.7926512
5.70,31_5_0_7,4518,-222258277#5,0,9214.9609248,7679.4949964,330.79,16.7099418,49.6719176,8.6286092
5.70,4_1_0_2,5018,41381890#0.0,1,5540.7810172,14384.8757884,90.84,16.083598600000002,109.18635520000001,-4.92126
5.70,4_5_0_6,8025,41381890#0.0,1,5483.5631676,14385.728806800002,90.84,14.316416000000002,51.9685056,9.350394
5.70,7_add_0_4,4518,107391104#10,0,7332.349316,13028.0844064,272.29,22.9957432,79.56037,8.9238848
5.70,B38_0_1,1509,-46121861#1,0,5697.5395524,13005.052909600001,117.04,10.961006000000001,73.3923908,2.9199476
5.70,B54_0_1,1509,221605483#0,0,4638.5828255999995,15241.929621599998,92.15,2.5277422,29.199476,2.7559055999999997
5.70,B62_0_1,1509,221605483#0,0,4682.57889,15240.2563932,92.15,10.9162672,73.2283488,2.6902888
5.70,add_2_0_5,1509,5676999#0,0,5628.0513612,14827.4611044,272.45,10.3346628,34.1535444,3.9370079999999996
5.80,11_29_0_3,4518,46121854,0,6114.7639752,12791.4046088,116.93,23.6891946,82.9068268,9.3832024
5.80,14_5_0_9,4518,-222251427#2,0,8611.8441076,10547.08039,284.77,11.2070694,30.8727044,9.448819199999999
5.80,1_4_0_1,5018,5677903#1,1,5237.4345508,15390.059547600002,158.58,14.361154800000001,138.6811068,-4.92126
5.80,24_31_0_0,1509,23334065#2,0,9083.6288996,8804.2653736,284.38,16.0388598,75.03281080000001,4.1338584
5.80,27_3_0_11,4518,5681969#1,0,7880.905764,8956.3323076,116.67,11.274177600000002,30.9055128,9.3175856
5.80,31_5_0_7,4518,-222258277#5,0,9213.714205600001,7681.6931592,330.79,17.3139156,52.230972799999996,9.0551184
5.80,4_1_0_2,5018,41381890#0.0,1,5543.110413599999,14384.84298,90.84,15.748057600000001,111.5157516,-4.92126
5.80,4_5_0_6,8025,41381890#0.0,1,5485.6957136,14385.6959984,90.84,14.5624794,54.10105159999999,3.6745408000000004
5.80,7_add_0_4,4518,107391104#10,0,7328.904434,13028.21564,272.29,23.644455800000003,83.005252,9.4160108
5.80,B38_0_1,1509,-46121861#1,0,5698.983122,13004.2983164,117.04,11.1623306,75.03281080000001,2.8215224
5.80,B54_0_1,1509,221605483#0,0,4638.9765264,15241.896813199999,92.15,2.7066974,29.5931768,2.6574804000000003
5.80,B62_0_1,1509,221605483#0,0,4684.21931,15240.1907764,92.15,11.1175918,74.8687688,2.6902888
5.80,add_2_0_5,1509,5676999#0,0,5626.5093664,14827.526721200002,272.45,10.603095600000001,35.6955392,3.9041995999999997
5.90,11_29_0_3,4518,46121854,0,6117.94639,12789.7641888,116.93,24.3155378,86.450134,9.186352
5.90,14_25_0_10,5018,-222251427#2,0,8625.5252104,10543.471466,284.77,0.0,16.732284,0.0
5.90,14_5_0_9,4518,-222251427#2,0,8610.1708792,10547.5068992,284.77,11.8334126,32.6115496,9.02231
5.90,1_4_0_1,5018,5677903#1,1,5238.189144,15388.156660400002,158.58,14.0256138,140.7152276,-4.92126
5.90,24_31_0_0,1509,23334065#2,0,9081.3323116,8804.8559248,284.38,16.329662,77.3950156,4.1338584
5.90,27_3_0_11,4518,5681969#1,0,7882.480567199999,8955.544906000001,116.67,11.8781514,32.644358,9.0551184
5.90,31_5_0_7,4518,-222258277#5,0,9212.434678,7683.989747199999,330.79,17.9626282,54.85564479999999,9.350394
5.90,4_1_0_2,5018,41381890#0.0,1,5545.3741932,14384.810171599998,90.84,15.4125166,113.7795312,-4.92126
5.90,4_5_0_6,8025,41381890#0.0,1,5487.795451200001,14385.66319,90.84,14.428263000000001,56.200789199999996,-2.0669292
5.90,7_add_0_4,4518,107391104#10,0,7325.328318400001,13028.3468736,272.29,24.2484296,86.58136760000001,8.8254596
5.90,B38_0_1,1509,-46121861#1,0,5700.4595,13003.5437232,117.04,11.341285800000001,76.70603919999999,2.7230971999999998
5.90,B54_0_1,1509,221605483#0,0,4639.403035599999,15241.896813199999,92.15,2.9080220000000003,30.019686,2.7887139999999997
5.90,B62_0_1,1509,221605483#0,0,4685.85973,15240.157968,92.15,11.296547,76.5091888,2.8543308
5.90,add_2_0_5,1509,5676999#0,0,5624.9017548,14827.6251464,272.45,10.893897800000001,37.3031508,4.1666668
6.00,11_29_0_3,4518,46121854,0,6121.1944216,12788.1237688,116.93,24.919511600000003,90.1246748,8.9238848
6.00,14_25_0_10,5018,-222251427#2,0,8625.426785200001,10543.5042744,284.77,0.6934514,16.8307092,10.137795599999999
6.00,14_5_0_9,4518,-222251427#2,0,8608.3992256,10547.9662168,284.77,12.4373864,34.4160116,8.7270344
6.00,1_4_0_1,5018,5677903#1,1,5238.943737199999,15386.2865816,158.58,13.690072800000001,142.71654,-4.92126
6.00,24_31_0_0,1509,23334065#2,0,9078.9701068,8805.446476000001,284.38,16.598094800000002,79.8556456,4.0682416
6.00,27_3_0_11,4518,5681969#1,0,7884.088178800001,8954.724696000001,116.67,12.459755800000002,34.4816284,8.6286092
6.00,31_5_0_7,4518,-222258277#5,0,9211.0895336,7686.384760399999,330.79,18.5442326,57.578742000000005,8.7270344
6.00,4_1_0_2,5018,41381890#0.0,1,5547.572356000001,14384.777363199999,90.84,15.0769756,115.977694,-4.92126
6.00,4_5_0_6,8025,41381890#0.0,1,5489.8951888,14385.6303816,90.84,14.2940466,58.3005268,-2.0669292
6.00,7_add_0_4,4518,107391104#10,0,7321.686586,13028.5109156,272.29,24.8524034,90.2231,8.858268
6.00,B38_0_1,1509,-46121861#1,0,5701.9686864000005,13002.78913,117.04,11.542610400000001,78.3792676,2.8543308
6.00,B54_0_1,1509,221605483#0,0,4639.8623532,15241.864004800002,92.15,3.0869771999999998,30.4790036,2.8543308
6.00,B62_0_1,1509,221605483#0,0,4687.5657668,15240.0923512,92.15,11.4978716,78.2152256,2.9199476
6.00,add_2_0_5,1509,5676999#0,0,5623.2613348,14827.690763199998,272.45,11.1623306,38.943570799999996,4.0026247999999995
6.10,11_29_0_3,4518,46121854,0,6124.5408784,12786.417732,116.93,25.5682242,93.8648324,9.448819199999999
6.10,14_25_0_10,5018,-222251427#2,0,8625.2299348,10543.5370828,284.77,1.3645334,17.0275596,10.006561999999999
6.10,14_5_0_9,4518,-222251427#2,0,8606.5619552,10548.4583428,284.77,13.0637296,36.3517072,9.3175856
6.10,1_4_0_1,5018,5677903#1,1,5239.6327136,15384.4821196,158.58,13.3545318,144.685044,-4.92126
6.10,24_31_0_0,1509,23334065#2,0,9076.5750936,8806.069835600001,284.38,16.8665276,82.3162756,4.0026247999999995
6.10,27_3_0_11,4518,5681969#1,0,7885.827023999999,8953.8716776,116.67,13.0637296,36.417324,8.7270344
6.10,31_5_0_7,4518,-222258277#5,0,9209.744389200001,7688.8453904,330.79,19.1705758,60.4002644,8.9566932
6.10,4_1_0_2,5018,41381890#0.0,1,5549.7377104,14384.744554800001,90.84,14.7414346,118.1430484,-4.92126
6.10,4_5_0_6,8025,41381890#0.0,1,5491.9949264,14385.597573199999,90.84,14.204569,60.4002644,-1.3451444
6.10,7_add_0_4,4518,107391104#10,0,7317.9792368,13028.6421492,272.29,25.4340078,93.9632576,8.595800800000001
6.10,B38_0_1,1509,-46121861#1,0,5703.5106812,13002.0017284,117.04,11.721565600000002,80.1181128,2.8543308
6.10,B54_0_1,1509,221605483#0,0,4640.3544792,15241.864004800002,92.15,3.2883018,30.971129599999998,2.8215224
6.10,B62_0_1,1509,221605483#0,0,4689.2718036,15240.026734399999,92.15,11.699196200000001,79.9212624,2.7559055999999997
6.10,add_2_0_5,1509,5676999#0,0,5621.5881064000005,14827.75638,272.45,11.4531328,40.6167992,4.2322836
6.20,11_29_0_3,4518,46121854,0,6127.952952,12784.6788868,116.93,26.172198,97.70341520000001,8.9238848
6.20,14_25_0_10,5018,-222251427#2,0,8624.9346592,10543.635508,284.77,2.0579848000000003,17.3228352,10.0721788
6.20,14_5_0_9,4518,-222251427#2,0,8604.6262596,10548.983277199999,284.77,13.690072800000001,38.353019599999996,9.1535436
6.20,1_4_0_1,5018,5677903#1,1,5240.3544984,15382.677657600001,158.58,13.018990800000001,146.58793119999999,-4.92126
6.20,24_31_0_0,1509,23334065#2,0,9074.114463599999,8806.693195200001,284.38,17.1349604,84.8425224,3.8713911999999997
6.20,27_3_0_11,4518,5681969#1,0,7887.5986776,8952.9858508,116.67,13.667703400000002,38.418636400000004,8.9566932
6.20,31_5_0_7,4518,-222258277#5,0,9208.300819600001,7691.3716372,330.79,19.7745496,63.2874036,8.7926512
6.20,4_1_0_2,5018,41381890#0.0,1,5551.837448,14384.7117464,90.84,14.405893600000002,120.242786,-4.92126
6.20,4_5_0_6,8025,41381890#0.0,1,5494.0290472,14385.564764800001,90.84,14.0032444,62.4343852,-2.7230971999999998
6.20,7_add_0_4,4518,107391104#10,0,7314.140654,13028.8061912,272.29,26.037981600000002,97.769032,8.694226
6.20,B38_0_1,1509,-46121861#1,0,5705.052676,13001.2143268,117.04,11.922890200000001,81.85695799999999,2.8215224
6.20,B54_0_1,1509,221605483#0,0,4640.846605199999,15241.8311964,92.15,3.4672570000000005,31.4632556,2.6902888
6.20,B62_0_1,1509,221605483#0,0,4691.0106488,15239.961117600002,92.15,11.8781514,81.6601076,2.8215224
6.20,add_2_0_5,1509,5676999#0,0,5619.8820696,14827.821996800001,272.45,11.721565600000002,42.322836,4.1994752
6.30,11_29_0_3,4518,46121854,0,6131.4634508,12782.9072332,116.93,26.776171800000004,101.6404232,8.858268
6.30,14_25_0_10,5018,-222251427#2,0,8624.5409584,10543.7339332,284.77,2.7290668,17.749344400000002,9.9081368
6.30,14_5_0_9,4518,-222251427#2,0,8602.5921388,10549.5082116,284.77,14.316416000000002,40.4527572,9.2191604
6.30,1_4_0_1,5018,5677903#1,1,5241.0106664,15380.971620799999,158.58,12.6834498,148.45801,-4.92126
6.30,24_31_0_0,1509,23334065#2,0,9071.6538336,8807.3493632,284.38,17.4033932,87.4015776,4.0026247999999995
6.30,27_3_0_11,4518,5681969#1,0,7889.4687564,8952.034407199999,116.67,14.2940466,40.518374,9.0879268
6.30,31_5_0_7,4518,-222258277#5,0,9206.85725,7693.996309200001,330.79,20.3785234,66.27296799999999,8.858268
6.30,4_1_0_2,5018,41381890#0.0,1,5553.9043771999995,14384.678938,90.84,14.070352600000001,122.3097152,-4.92126
6.30,4_5_0_6,8025,41381890#0.0,1,5496.063168,14385.5319564,90.84,13.913766800000001,64.46850599999999,-1.4107612
6.30,7_add_0_4,4518,107391104#10,0,7310.236454399999,13028.9702332,272.29,26.664324800000003,101.6732316,9.2847772
6.30,B38_0_1,1509,-46121861#1,0,5706.660287600001,13000.3941168,117.04,12.101845400000002,83.6286116,2.6574804000000003
6.30,B54_0_1,1509,221605483#0,0,4641.3715396,15241.798388,92.15,3.6685816,31.98819,2.7887139999999997
6.30,B62_0_1,1509,221605483#0,0,4692.7823024,15239.8955008,92.15,12.079476000000001,83.4317612,2.8871392
6.30,add_2_0_5,1509,5676999#0,0,5618.110416,14827.8876136,272.45,12.012367800000002,44.094489599999996,4.265092
6.40,11_29_0_3,4518,46121854,0,6135.0395664,12781.1027712,116.93,27.4248844,105.64304800000001,9.4816276
6.40,14_25_0_10,5018,-222251427#2,0,8624.0488324,10543.8651668,284.77,3.4225182000000003,18.241470399999997,10.006561999999999
6.40,14_5_0_9,4518,-222251427#2,0,8600.4595928,10550.0659544,284.77,14.942759200000001,42.65092,9.0551184
6.40,1_4_0_1,5018,5677903#1,1,5241.6668344,15379.265584,158.58,12.347908799999999,150.262472,-4.92126
6.40,24_31_0_0,1509,23334065#2,0,9069.1275868,8807.972722800001,284.38,17.671826000000003,89.99344119999999,3.9370079999999996
6.40,27_3_0_11,4518,5681969#1,0,7891.4372604,8951.0501552,116.67,14.875651000000001,42.6837284,8.595800800000001
6.40,31_5_0_7,4518,-222258277#5,0,9205.3480636,7696.686597999999,330.79,21.004866600000003,69.3569576,9.4816276
6.40,4_1_0_2,5018,41381890#0.0,1,5555.938498,14384.646129599998,90.84,13.7348116,124.343836,-4.92126
6.40,4_5_0_6,8025,41381890#0.0,1,5498.0972888,14385.499147999999,90.84,13.779550400000002,66.5026268,-2.0669292
6.40,7_add_0_4,4518,107391104#10,0,7306.2338296,13029.1342752,272.29,27.290668,105.6758564,9.1535436
6.40,B38_0_1,1509,-46121861#1,0,5708.2678992,12999.5739068,117.04,12.280800600000001,85.4330736,2.7230971999999998
6.40,B54_0_1,1509,221605483#0,0,4641.9620908,15241.798388,92.15,3.8475368000000003,32.578741199999996,2.8871392
6.40,B62_0_1,1509,221605483#0,0,4694.5867644,15239.829884,92.15,12.258431200000002,85.2362232,2.7559055999999997
6.40,add_2_0_5,1509,5676999#0,0,5616.3059539999995,14827.9860388,272.45,12.280800600000001,45.898951600000004,3.8713911999999997
6.50,11_29_0_3,4518,46121854,0,6138.7141071999995,12779.2326924,116.93,28.028858200000002,109.7769064,9.02231
6.50,14_25_0_10,5018,-222251427#2,0,8623.4910896,10543.9964004,284.77,4.0936002,18.8320216,10.0721788
6.50,14_5_0_9,4518,-222251427#2,0,8598.26143,10550.6565056,284.77,15.524363600000003,44.9146996,8.6286092
6.50,1_4_0_1,5018,5677903#1,1,5242.3230023999995,15377.625164000001,158.58,12.012367800000002,152.0341256,-4.92126
6.50,24_31_0_0,1509,23334065#2,0,9066.60134,8808.628890799999,284.38,17.9626282,92.6181132,4.1338584
6.50,27_3_0_11,4518,5681969#1,0,7893.471381199999,8950.0330948,116.67,15.524363600000003,44.947508,9.350394
6.50,31_5_0_7,4518,-222258277#5,0,9203.8060688,7699.4425036,330.79,21.6535792,72.53937239999999,9.2519688
6.50,4_1_0_2,5018,41381890#0.0,1,5557.907002,14384.6133212,90.84,13.399270600000001,126.31234,-4.92126
6.50,4_5_0_6,8025,41381890#0.0,1,5500.0986012,14385.466339599998,90.84,13.622964600000001,68.50393919999999,-2.0669292
6.50,7_add_0_4,4518,107391104#10,0,7302.165587999999,13029.2983172,272.29,27.917011200000005,109.7769064,9.3832024
6.50,B38_0_1,1509,-46121861#1,0,5709.8755108,12998.7536968,117.04,12.4821252,87.27034400000001,2.952756
6.50,B54_0_1,1509,221605483#0,0,4642.552642,15241.765579599998,92.15,4.048861400000001,33.169292399999996,2.7559055999999997
6.50,B62_0_1,1509,221605483#0,0,4696.3912264,15239.731458799999,92.15,12.459755800000002,87.07349359999999,2.8871392
6.50,add_2_0_5,1509,5676999#0,0,5614.4686836,14828.0516556,272.45,12.5716028,47.736222000000005,4.0682416
6.60,11_29_0_3,4518,46121854,0,6142.4542648,12777.329805200001,116.93,28.6775708,113.97638160000001,9.4816276
6.60,14_25_0_10,5018,-222251427#2,0,8622.8021132,10544.193250799999,284.77,4.787051600000001,19.5538064,10.1049872
6.60,14_5_0_9,4518,-222251427#2,0,8595.964842000001,10551.247056799999,284.77,16.150706800000002,47.2769044,9.350394
6.60,1_4_0_1,5018,5677903#1,1,5242.946362,15376.0503608,158.58,11.6768268,153.7401624,-4.92126
6.60,24_31_0_0,1509,23334065#2,0,9064.0094764,8809.2850588,284.38,18.231061,95.2755936,3.9041995999999997
6.60,27_3_0_11,4518,5681969#1,0,7895.5711188000005,8948.983226,116.67,16.1283374,47.3425212,8.8254596
6.60,31_5_0_7,4518,-222258277#5,0,9202.1984572,7702.296834399999,330.79,22.257553,75.78740400000001,8.9238848
6.60,4_1_0_2,5018,41381890#0.0,1,5559.809889200001,14384.5805128,90.84,13.0637296,128.2152272,-4.92126
6.60,4_5_0_6,8025,41381890#0.0,1,5502.0671052,14385.4335312,90.84,13.4663788,70.4724432,-2.3622047999999998
6.60,7_add_0_4,4518,107391104#10,0,7297.9661128,13029.4623592,272.29,28.543354400000002,113.97638160000001,9.120735199999999
6.60,B38_0_1,1509,-46121861#1,0,5711.5487392,12997.900678400001,117.04,12.6834498,89.14042280000001,2.8871392
6.60,B54_0_1,1509,221605483#0,0,4643.1760016,15241.7327712,92.15,4.2278166,33.792652000000004,2.6902888
6.60,B62_0_1,1509,221605483#0,0,4698.2613052,15239.665842,92.15,12.661080400000001,88.910764,2.7230971999999998
6.60,add_2_0_5,1509,5676999#0,0,5612.5986048,14828.1500808,272.45,12.840035600000002,49.6391092,4.2322836
6.70,11_29_0_3,4518,46121854,0,6146.292847600001,12775.361301199999,116.93,29.303914000000002,118.27428199999999,9.0879268
6.70,14_25_0_10,5018,-222251427#2,0,8622.014711599999,10544.390101199999,284.77,5.4581336,20.341208,9.6456696
6.70,14_5_0_9,4518,-222251427#2,0,8593.6026372,10551.8704164,284.77,16.7546806,49.7375344,8.858268
6.70,1_4_0_1,5018,5677903#1,1,5243.5697216,15374.508365999998,158.58,11.341285800000001,155.4133908,-4.92126
6.70,24_31_0_0,1509,23334065#2,0,9061.384804399999,8809.9740352,284.38,18.4771244,97.9986908,3.8385827999999997
6.70,27_3_0_11,4518,5681969#1,0,7897.769281599999,8947.8677404,116.67,16.7546806,49.7703428,9.3832024
6.70,31_5_0_7,4518,-222258277#5,0,9200.5580372,7705.2495904,330.79,22.883896200000002,79.1666692,9.2519688
6.70,4_1_0_2,5018,41381890#0.0,1,5561.679968,14384.5805128,90.84,12.728188600000001,130.085306,-4.92126
6.70,4_5_0_6,8025,41381890#0.0,1,5504.0356092,14385.4335312,90.84,13.332162400000001,72.4409472,-2.1981628
6.70,7_add_0_4,4518,107391104#10,0,7293.701020799999,13029.6264012,272.29,29.1696976,118.24147359999999,9.02231
6.70,B38_0_1,1509,-46121861#1,0,5713.2219676,12997.04766,117.04,12.862405,91.0105016,2.7230971999999998
6.70,B54_0_1,1509,221605483#0,0,4643.7993612,15241.7327712,92.15,4.4067718000000005,34.4160116,2.7887139999999997
6.70,B62_0_1,1509,221605483#0,0,4700.131383999999,15239.6002252,92.15,12.840035600000002,90.8136512,2.6902888
6.70,add_2_0_5,1509,5676999#0,0,5610.6629092,14828.2156976,272.45,13.130837800000002,51.5419964,4.1666668
6.80,11_29_0_3,4518,46121854,0,6150.197047199999,12773.3927972,116.93,29.885518400000002,122.6377992,8.7598428
6.80,14_1_0_12,8024,-222251427#2,0,8616.0107744,10545.9649044,284.77,0.0,26.574804,0.0
6.80,14_25_0_10,5018,-222251427#2,1,8618.4714044,10534.449156,284.77,6.129215600000001,21.2270348,10.0721788
6.80,14_5_0_9,4518,-222251427#2,0,8591.1420072,10552.526584399999,284.77,17.3810238,52.2965896,9.0551184
6.80,1_4_0_1,5018,5677903#1,1,5244.1602728,15372.9991796,158.58,11.0057448,157.0210024,-4.92126
6.80,24_31_0_0,1509,23334065#2,0,9058.6945156,8810.6630116,284.38,18.767926600000003,100.7545964,4.0682416
6.80,27_3_0_11,4518,5681969#1,0,7900.0330612,8946.7194464,116.67,17.3810238,52.329398,8.9566932
6.80,31_5_0_7,4518,-222258277#5,0,9198.884808800001,7708.2351548,330.79,23.264176000000003,82.5787428,5.6430448
6.80,4_1_0_2,5018,:gneJ0_1,1,5563.4844299999995,14384.5477044,90.83,12.3926476,0.39370079999999996,-4.92126
6.80,4_5_0_6,8025,41381890#0.0,1,5505.9713048,14385.400722800001,90.84,13.1755766,74.3766428,-2.2309712
6.80,7_add_0_4,4518,107391104#10,0,7289.3375036,13029.7904432,272.29,29.7736714,122.6049908,9.120735199999999
6.80,B38_0_1,1509,-46121861#1,0,5714.928004400001,12996.1618332,117.04,13.0637296,92.9461972,2.6902888
6.80,B54_0_1,1509,221605483#0,0,4644.488337600001,15241.6999628,92.15,4.608096400000001,35.104988,2.6574804000000003
6.80,B62_0_1,1509,221605483#0,0,4702.0342712,15239.534608400001,92.15,13.018990800000001,92.7165384,2.6902888
6.80,add_2_0_5,1509,5676999#0,0,5608.6944052,14828.3141228,272.45,13.42164,53.5105004,4.10105
6.90,11_29_0_3,4518,46121854,0,6154.1012468,12771.391484799999,116.93,29.930257200000003,127.0341248,0.49212599999999995
6.90,14_1_0_12,8024,-222251427#2,0,8615.977966,10545.997712800001,284.77,0.24606340000000002,26.607612399999997,3.5761156
6.90,14_25_0_10,5018,-222251427#2,1,8617.5199608,10534.7116232,284.77,6.7555588,22.2440952,9.2191604
6.90,14_5_0_9,4518,-222251427#2,0,8588.582952,10553.2155608,284.77,18.0297364,54.921261599999994,9.514436
6.90,1_4_0_1,5018,5677903#1,1,5244.7180155999995,15371.522801599998,158.58,10.6702038,158.5958056,-4.92126
6.90,24_31_0_0,1509,23334065#2,0,9056.0042268,8811.351987999999,284.38,19.036359400000002,103.5433104,4.0354332
6.90,27_3_0_11,4518,5681969#1,0,7902.395266,8945.538344,116.67,17.9626282,54.95407,8.6614176
6.90,31_5_0_7,4518,-222258277#5,0,9197.2115804,7711.187910799999,330.68,23.264176000000003,85.9908164,-0.22965880000000002
6.90,4_1_0_2,5018,:gneJ0_1,1,5565.2560836,14384.5477044,90.78,12.057106600000001,2.1653544,-4.92126
6.90,4_5_0_6,8025,41381890#0.0,1,5507.874192,14385.3679144,90.84,12.9966214,76.27953,-2.4278216
