transtime_30sec,Link_ID,%_green,%_amber,%_red
0 days 09:37:30.000000000,349154287#5,83.33,10,6.67
0 days 09:37:30.000000000,5677903#1,83.33,10,6.67
0 days 09:38:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:38:00.000000000,-23334090#0,90,10,0
0 days 09:38:00.000000000,221723366,83.33,10,6.67
0 days 09:38:00.000000000,221731899#2.168,90,10,0
0 days 09:38:00.000000000,349154287#5,83.33,10,6.67
0 days 09:38:00.000000000,5677903#1,83.33,10,6.67
0 days 09:38:30.000000000,-139919720#0,100,0,0
0 days 09:38:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:38:30.000000000,221723366,100,0,0
0 days 09:38:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:38:30.000000000,349154287#5,83.33,10,6.67
0 days 09:38:30.000000000,5677903#1,83.33,10,6.67
0 days 09:39:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:39:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:39:00.000000000,221723366,83.33,10,6.67
0 days 09:39:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:39:00.000000000,349154287#5,83.33,10,6.67
0 days 09:39:00.000000000,5677903#1,83.33,10,6.67
0 days 09:39:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:39:30.000000000,-23334090#0,90,10,0
0 days 09:39:30.000000000,221723366,83.33,10,6.67
0 days 09:39:30.000000000,221731899#2.168,90,10,0
0 days 09:39:30.000000000,349154287#5,83.33,10,6.67
0 days 09:39:30.000000000,5677903#1,83.33,10,6.67
0 days 09:40:00.000000000,-139919720#0,100,0,0
0 days 09:40:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:40:00.000000000,221723366,100,0,0
0 days 09:40:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:40:00.000000000,349154287#5,83.33,10,6.67
0 days 09:40:00.000000000,5677903#1,83.33,10,6.67
0 days 09:40:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:40:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:40:30.000000000,221723366,83.33,10,6.67
0 days 09:40:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:40:30.000000000,349154287#5,83.33,10,6.67
0 days 09:40:30.000000000,5677903#1,83.33,10,6.67
0 days 09:41:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:41:00.000000000,-23334090#0,90,10,0
0 days 09:41:00.000000000,221723366,83.33,10,6.67
0 days 09:41:00.000000000,221731899#2.168,90,10,0
0 days 09:41:00.000000000,349154287#5,83.33,10,6.67
0 days 09:41:00.000000000,5677903#1,83.33,10,6.67
0 days 09:41:30.000000000,-139919720#0,100,0,0
0 days 09:41:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:41:30.000000000,221723366,100,0,0
0 days 09:41:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:41:30.000000000,349154287#5,83.33,10,6.67
0 days 09:41:30.000000000,5677903#1,83.33,10,6.67
0 days 09:42:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:42:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:42:00.000000000,221723366,83.33,10,6.67
0 days 09:42:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:42:00.000000000,349154287#5,83.33,10,6.67
0 days 09:42:00.000000000,5677903#1,83.33,10,6.67
0 days 09:42:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:42:30.000000000,-23334090#0,90,10,0
0 days 09:42:30.000000000,221723366,83.33,10,6.67
0 days 09:42:30.000000000,221731899#2.168,90,10,0
0 days 09:42:30.000000000,349154287#5,83.33,10,6.67
0 days 09:42:30.000000000,5677903#1,83.33,10,6.67
0 days 09:43:00.000000000,-139919720#0,100,0,0
0 days 09:43:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:43:00.000000000,221723366,100,0,0
0 days 09:43:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:43:00.000000000,349154287#5,83.33,10,6.67
0 days 09:43:00.000000000,5677903#1,83.33,10,6.67
0 days 09:43:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:43:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:43:30.000000000,221723366,83.33,10,6.67
0 days 09:43:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:43:30.000000000,349154287#5,83.33,10,6.67
0 days 09:43:30.000000000,5677903#1,83.33,10,6.67
0 days 09:44:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:44:00.000000000,-23334090#0,90,10,0
0 days 09:44:00.000000000,221723366,83.33,10,6.67
0 days 09:44:00.000000000,221731899#2.168,90,10,0
0 days 09:44:00.000000000,349154287#5,83.33,10,6.67
0 days 09:44:00.000000000,5677903#1,83.33,10,6.67
0 days 09:44:30.000000000,-139919720#0,100,0,0
0 days 09:44:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:44:30.000000000,221723366,100,0,0
0 days 09:44:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:44:30.000000000,349154287#5,83.33,10,6.67
0 days 09:44:30.000000000,5677903#1,83.33,10,6.67
0 days 09:45:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:45:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:45:00.000000000,221723366,83.33,10,6.67
0 days 09:45:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:45:00.000000000,349154287#5,83.33,10,6.67
0 days 09:45:00.000000000,5677903#1,83.33,10,6.67
0 days 09:45:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:45:30.000000000,-23334090#0,90,10,0
0 days 09:45:30.000000000,221723366,83.33,10,6.67
0 days 09:45:30.000000000,221731899#2.168,90,10,0
0 days 09:45:30.000000000,349154287#5,83.33,10,6.67
0 days 09:45:30.000000000,5677903#1,83.33,10,6.67
0 days 09:46:00.000000000,-139919720#0,100,0,0
0 days 09:46:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:46:00.000000000,221723366,100,0,0
0 days 09:46:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:46:00.000000000,349154287#5,83.33,10,6.67
0 days 09:46:00.000000000,5677903#1,83.33,10,6.67
0 days 09:46:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:46:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:46:30.000000000,221723366,83.33,10,6.67
0 days 09:46:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:46:30.000000000,349154287#5,83.33,10,6.67
0 days 09:46:30.000000000,5677903#1,83.33,10,6.67
0 days 09:47:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:47:00.000000000,-23334090#0,90,10,0
0 days 09:47:00.000000000,221723366,83.33,10,6.67
0 days 09:47:00.000000000,221731899#2.168,90,10,0
0 days 09:47:00.000000000,349154287#5,83.33,10,6.67
0 days 09:47:00.000000000,5677903#1,83.33,10,6.67
0 days 09:47:30.000000000,-139919720#0,100,0,0
0 days 09:47:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:47:30.000000000,221723366,100,0,0
0 days 09:47:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:47:30.000000000,349154287#5,83.33,10,6.67
0 days 09:47:30.000000000,5677903#1,83.33,10,6.67
0 days 09:48:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:48:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:48:00.000000000,221723366,83.33,10,6.67
0 days 09:48:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:48:00.000000000,349154287#5,83.33,10,6.67
0 days 09:48:00.000000000,5677903#1,83.33,10,6.67
0 days 09:48:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:48:30.000000000,-23334090#0,90,10,0
0 days 09:48:30.000000000,221723366,83.33,10,6.67
0 days 09:48:30.000000000,221731899#2.168,90,10,0
0 days 09:48:30.000000000,349154287#5,83.33,10,6.67
0 days 09:48:30.000000000,5677903#1,83.33,10,6.67
0 days 09:49:00.000000000,-139919720#0,100,0,0
0 days 09:49:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:49:00.000000000,221723366,100,0,0
0 days 09:49:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:49:00.000000000,349154287#5,83.33,10,6.67
0 days 09:49:00.000000000,5677903#1,83.33,10,6.67
0 days 09:49:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:49:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:49:30.000000000,221723366,83.33,10,6.67
0 days 09:49:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:49:30.000000000,349154287#5,83.33,10,6.67
0 days 09:49:30.000000000,5677903#1,83.33,10,6.67
0 days 09:50:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:50:00.000000000,-23334090#0,90,10,0
0 days 09:50:00.000000000,221723366,83.33,10,6.67
0 days 09:50:00.000000000,221731899#2.168,90,10,0
0 days 09:50:00.000000000,349154287#5,83.33,10,6.67
0 days 09:50:00.000000000,5677903#1,83.33,10,6.67
0 days 09:50:30.000000000,-139919720#0,100,0,0
0 days 09:50:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:50:30.000000000,221723366,100,0,0
0 days 09:50:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:50:30.000000000,349154287#5,83.33,10,6.67
0 days 09:50:30.000000000,5677903#1,83.33,10,6.67
0 days 09:51:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:51:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:51:00.000000000,221723366,83.33,10,6.67
0 days 09:51:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:51:00.000000000,349154287#5,83.33,10,6.67
0 days 09:51:00.000000000,5677903#1,83.33,10,6.67
0 days 09:51:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:51:30.000000000,-23334090#0,90,10,0
0 days 09:51:30.000000000,221723366,83.33,10,6.67
0 days 09:51:30.000000000,221731899#2.168,90,10,0
0 days 09:51:30.000000000,349154287#5,83.33,10,6.67
0 days 09:51:30.000000000,5677903#1,83.33,10,6.67
0 days 09:52:00.000000000,-139919720#0,100,0,0
0 days 09:52:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:52:00.000000000,221723366,100,0,0
0 days 09:52:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:52:00.000000000,349154287#5,83.33,10,6.67
0 days 09:52:00.000000000,5677903#1,83.33,10,6.67
0 days 09:52:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:52:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:52:30.000000000,221723366,83.33,10,6.67
0 days 09:52:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:52:30.000000000,349154287#5,83.33,10,6.67
0 days 09:52:30.000000000,5677903#1,83.33,10,6.67
0 days 09:53:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:53:00.000000000,-23334090#0,90,10,0
0 days 09:53:00.000000000,221723366,83.33,10,6.67
0 days 09:53:00.000000000,221731899#2.168,90,10,0
0 days 09:53:00.000000000,349154287#5,83.33,10,6.67
0 days 09:53:00.000000000,5677903#1,83.33,10,6.67
0 days 09:53:30.000000000,-139919720#0,100,0,0
0 days 09:53:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:53:30.000000000,221723366,100,0,0
0 days 09:53:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:53:30.000000000,349154287#5,83.33,10,6.67
0 days 09:53:30.000000000,5677903#1,83.33,10,6.67
0 days 09:54:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:54:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:54:00.000000000,221723366,83.33,10,6.67
0 days 09:54:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:54:00.000000000,349154287#5,83.33,10,6.67
0 days 09:54:00.000000000,5677903#1,83.33,10,6.67
0 days 09:54:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:54:30.000000000,-23334090#0,90,10,0
0 days 09:54:30.000000000,221723366,83.33,10,6.67
0 days 09:54:30.000000000,221731899#2.168,90,10,0
0 days 09:54:30.000000000,349154287#5,83.33,10,6.67
0 days 09:54:30.000000000,5677903#1,83.33,10,6.67
0 days 09:55:00.000000000,-139919720#0,100,0,0
0 days 09:55:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:55:00.000000000,221723366,100,0,0
0 days 09:55:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:55:00.000000000,349154287#5,83.33,10,6.67
0 days 09:55:00.000000000,5677903#1,83.33,10,6.67
0 days 09:55:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:55:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:55:30.000000000,221723366,83.33,10,6.67
0 days 09:55:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:55:30.000000000,349154287#5,83.33,10,6.67
0 days 09:55:30.000000000,5677903#1,83.33,10,6.67
0 days 09:56:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:56:00.000000000,-23334090#0,90,10,0
0 days 09:56:00.000000000,221723366,83.33,10,6.67
0 days 09:56:00.000000000,221731899#2.168,90,10,0
0 days 09:56:00.000000000,349154287#5,83.33,10,6.67
0 days 09:56:00.000000000,5677903#1,83.33,10,6.67
0 days 09:56:30.000000000,-139919720#0,100,0,0
0 days 09:56:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:56:30.000000000,221723366,100,0,0
0 days 09:56:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:56:30.000000000,349154287#5,83.33,10,6.67
0 days 09:56:30.000000000,5677903#1,83.33,10,6.67
0 days 09:57:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:57:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:57:00.000000000,221723366,83.33,10,6.67
0 days 09:57:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:57:00.000000000,349154287#5,83.33,10,6.67
0 days 09:57:00.000000000,5677903#1,83.33,10,6.67
0 days 09:57:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:57:30.000000000,-23334090#0,90,10,0
0 days 09:57:30.000000000,221723366,83.33,10,6.67
0 days 09:57:30.000000000,221731899#2.168,90,10,0
0 days 09:57:30.000000000,349154287#5,83.33,10,6.67
0 days 09:57:30.000000000,5677903#1,83.33,10,6.67
0 days 09:58:00.000000000,-139919720#0,100,0,0
0 days 09:58:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:58:00.000000000,221723366,100,0,0
0 days 09:58:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:58:00.000000000,349154287#5,83.33,10,6.67
0 days 09:58:00.000000000,5677903#1,83.33,10,6.67
0 days 09:58:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:58:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:58:30.000000000,221723366,83.33,10,6.67
0 days 09:58:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:58:30.000000000,349154287#5,83.33,10,6.67
0 days 09:58:30.000000000,5677903#1,83.33,10,6.67
0 days 09:59:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:59:00.000000000,-23334090#0,90,10,0
0 days 09:59:00.000000000,221723366,83.33,10,6.67
0 days 09:59:00.000000000,221731899#2.168,90,10,0
0 days 09:59:00.000000000,349154287#5,83.33,10,6.67
0 days 09:59:00.000000000,5677903#1,83.33,10,6.67
0 days 09:59:30.000000000,-139919720#0,100,0,0
0 days 09:59:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:59:30.000000000,221723366,100,0,0
0 days 09:59:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:59:30.000000000,349154287#5,83.33,10,6.67
0 days 09:59:30.000000000,5677903#1,83.33,10,6.67
0 days 10:00:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:00:00.000000000,-23334090#0,96.67,3.33,0
0 days 10:00:00.000000000,221723366,83.33,10,6.67
0 days 10:00:00.000000000,221731899#2.168,96.67,3.33,0
0 days 10:00:00.000000000,349154287#5,83.33,10,6.67
0 days 10:00:00.000000000,5677903#1,83.33,10,6.67
0 days 10:00:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:00:30.000000000,-23334090#0,90,10,0
0 days 10:00:30.000000000,221723366,83.33,10,6.67
0 days 10:00:30.000000000,221731899#2.168,90,10,0
0 days 10:00:30.000000000,349154287#5,83.33,10,6.67
0 days 10:00:30.000000000,5677903#1,83.33,10,6.67
0 days 10:01:00.000000000,-139919720#0,100,0,0
0 days 10:01:00.000000000,-23334090#0,93.33,6.67,0
0 days 10:01:00.000000000,221723366,100,0,0
0 days 10:01:00.000000000,221731899#2.168,93.33,6.67,0
0 days 10:01:00.000000000,349154287#5,83.33,10,6.67
0 days 10:01:00.000000000,5677903#1,83.33,10,6.67
0 days 10:01:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:01:30.000000000,-23334090#0,96.67,3.33,0
0 days 10:01:30.000000000,221723366,83.33,10,6.67
0 days 10:01:30.000000000,221731899#2.168,96.67,3.33,0
0 days 10:01:30.000000000,349154287#5,83.33,10,6.67
0 days 10:01:30.000000000,5677903#1,83.33,10,6.67
0 days 10:02:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:02:00.000000000,-23334090#0,90,10,0
0 days 10:02:00.000000000,221723366,83.33,10,6.67
0 days 10:02:00.000000000,221731899#2.168,90,10,0
0 days 10:02:00.000000000,349154287#5,83.33,10,6.67
0 days 10:02:00.000000000,5677903#1,83.33,10,6.67
0 days 10:02:30.000000000,-139919720#0,100,0,0
0 days 10:02:30.000000000,-23334090#0,93.33,6.67,0
0 days 10:02:30.000000000,221723366,100,0,0
0 days 10:02:30.000000000,221731899#2.168,93.33,6.67,0
0 days 10:02:30.000000000,349154287#5,83.33,10,6.67
0 days 10:02:30.000000000,5677903#1,83.33,10,6.67
0 days 10:03:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:03:00.000000000,-23334090#0,96.67,3.33,0
0 days 10:03:00.000000000,221723366,83.33,10,6.67
0 days 10:03:00.000000000,221731899#2.168,96.67,3.33,0
0 days 10:03:00.000000000,349154287#5,83.33,10,6.67
0 days 10:03:00.000000000,5677903#1,83.33,10,6.67
0 days 10:03:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:03:30.000000000,-23334090#0,90,10,0
0 days 10:03:30.000000000,221723366,83.33,10,6.67
0 days 10:03:30.000000000,221731899#2.168,90,10,0
0 days 10:03:30.000000000,349154287#5,83.33,10,6.67
0 days 10:03:30.000000000,5677903#1,83.33,10,6.67
0 days 10:04:00.000000000,-139919720#0,100,0,0
0 days 10:04:00.000000000,-23334090#0,93.33,6.67,0
0 days 10:04:00.000000000,221723366,100,0,0
0 days 10:04:00.000000000,221731899#2.168,93.33,6.67,0
0 days 10:04:00.000000000,349154287#5,83.33,10,6.67
0 days 10:04:00.000000000,5677903#1,83.33,10,6.67
0 days 10:04:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:04:30.000000000,-23334090#0,96.67,3.33,0
0 days 10:04:30.000000000,221723366,83.33,10,6.67
0 days 10:04:30.000000000,221731899#2.168,96.67,3.33,0
0 days 10:04:30.000000000,349154287#5,83.33,10,6.67
0 days 10:04:30.000000000,5677903#1,83.33,10,6.67
0 days 10:05:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:05:00.000000000,-23334090#0,90,10,0
0 days 10:05:00.000000000,221723366,83.33,10,6.67
0 days 10:05:00.000000000,221731899#2.168,90,10,0
0 days 10:05:00.000000000,349154287#5,83.33,10,6.67
0 days 10:05:00.000000000,5677903#1,83.33,10,6.67
0 days 10:05:30.000000000,-139919720#0,100,0,0
0 days 10:05:30.000000000,-23334090#0,93.33,6.67,0
0 days 10:05:30.000000000,221723366,100,0,0
0 days 10:05:30.000000000,221731899#2.168,93.33,6.67,0
0 days 10:05:30.000000000,349154287#5,83.33,10,6.67
0 days 10:05:30.000000000,5677903#1,83.33,10,6.67
0 days 10:06:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:06:00.000000000,-23334090#0,96.67,3.33,0
0 days 10:06:00.000000000,221723366,83.33,10,6.67
0 days 10:06:00.000000000,221731899#2.168,96.67,3.33,0
0 days 10:06:00.000000000,349154287#5,83.33,10,6.67
0 days 10:06:00.000000000,5677903#1,83.33,10,6.67
0 days 10:06:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:06:30.000000000,-23334090#0,90,10,0
0 days 10:06:30.000000000,221723366,83.33,10,6.67
0 days 10:06:30.000000000,221731899#2.168,90,10,0
0 days 10:06:30.000000000,349154287#5,83.33,10,6.67
0 days 10:06:30.000000000,5677903#1,83.33,10,6.67
0 days 10:07:00.000000000,-139919720#0,100,0,0
0 days 10:07:00.000000000,-23334090#0,93.33,6.67,0
0 days 10:07:00.000000000,221723366,100,0,0
0 days 10:07:00.000000000,221731899#2.168,93.33,6.67,0
0 days 10:07:00.000000000,349154287#5,83.33,10,6.67
0 days 10:07:00.000000000,5677903#1,83.33,10,6.67
0 days 10:07:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:07:30.000000000,-23334090#0,96.67,3.33,0
0 days 10:07:30.000000000,221723366,83.33,10,6.67
0 days 10:07:30.000000000,221731899#2.168,96.67,3.33,0
0 days 10:07:30.000000000,349154287#5,83.33,10,6.67
0 days 10:07:30.000000000,5677903#1,83.33,10,6.67
0 days 10:08:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:08:00.000000000,-23334090#0,90,10,0
0 days 10:08:00.000000000,221723366,83.33,10,6.67
0 days 10:08:00.000000000,221731899#2.168,90,10,0
0 days 10:08:00.000000000,349154287#5,83.33,10,6.67
0 days 10:08:00.000000000,5677903#1,83.33,10,6.67
0 days 10:08:30.000000000,-139919720#0,100,0,0
0 days 10:08:30.000000000,-23334090#0,93.33,6.67,0
0 days 10:08:30.000000000,221723366,100,0,0
0 days 10:08:30.000000000,221731899#2.168,93.33,6.67,0
0 days 10:08:30.000000000,349154287#5,83.33,10,6.67
0 days 10:08:30.000000000,5677903#1,83.33,10,6.67
0 days 10:09:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:09:00.000000000,-23334090#0,96.67,3.33,0
0 days 10:09:00.000000000,221723366,83.33,10,6.67
0 days 10:09:00.000000000,221731899#2.168,96.67,3.33,0
0 days 10:09:00.000000000,349154287#5,83.33,10,6.67
0 days 10:09:00.000000000,5677903#1,83.33,10,6.67
0 days 10:09:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:09:30.000000000,-23334090#0,90,10,0
0 days 10:09:30.000000000,221723366,83.33,10,6.67
0 days 10:09:30.000000000,221731899#2.168,90,10,0
0 days 10:09:30.000000000,349154287#5,83.33,10,6.67
0 days 10:09:30.000000000,5677903#1,83.33,10,6.67
0 days 10:10:00.000000000,-139919720#0,100,0,0
0 days 10:10:00.000000000,-23334090#0,93.33,6.67,0
0 days 10:10:00.000000000,221723366,100,0,0
0 days 10:10:00.000000000,221731899#2.168,93.33,6.67,0
0 days 10:10:00.000000000,349154287#5,83.33,10,6.67
0 days 10:10:00.000000000,5677903#1,83.33,10,6.67
0 days 10:10:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:10:30.000000000,-23334090#0,96.67,3.33,0
0 days 10:10:30.000000000,221723366,83.33,10,6.67
0 days 10:10:30.000000000,221731899#2.168,96.67,3.33,0
0 days 10:10:30.000000000,349154287#5,83.33,10,6.67
0 days 10:10:30.000000000,5677903#1,83.33,10,6.67
0 days 10:11:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:11:00.000000000,-23334090#0,90,10,0
0 days 10:11:00.000000000,221723366,83.33,10,6.67
0 days 10:11:00.000000000,221731899#2.168,90,10,0
0 days 10:11:00.000000000,349154287#5,83.33,10,6.67
0 days 10:11:00.000000000,5677903#1,83.33,10,6.67
0 days 10:11:30.000000000,-139919720#0,100,0,0
0 days 10:11:30.000000000,-23334090#0,93.33,6.67,0
0 days 10:11:30.000000000,221723366,100,0,0
0 days 10:11:30.000000000,221731899#2.168,93.33,6.67,0
0 days 10:11:30.000000000,349154287#5,83.33,10,6.67
0 days 10:11:30.000000000,5677903#1,83.33,10,6.67
0 days 10:12:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:12:00.000000000,-23334090#0,96.67,3.33,0
0 days 10:12:00.000000000,221723366,83.33,10,6.67
0 days 10:12:00.000000000,221731899#2.168,96.67,3.33,0
0 days 10:12:00.000000000,349154287#5,83.33,10,6.67
0 days 10:12:00.000000000,5677903#1,83.33,10,6.67
0 days 10:12:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:12:30.000000000,-23334090#0,90,10,0
0 days 10:12:30.000000000,221723366,83.33,10,6.67
0 days 10:12:30.000000000,221731899#2.168,90,10,0
0 days 10:12:30.000000000,349154287#5,83.33,10,6.67
0 days 10:12:30.000000000,5677903#1,83.33,10,6.67
0 days 10:13:00.000000000,-139919720#0,100,0,0
0 days 10:13:00.000000000,-23334090#0,93.33,6.67,0
0 days 10:13:00.000000000,221723366,100,0,0
0 days 10:13:00.000000000,221731899#2.168,93.33,6.67,0
0 days 10:13:00.000000000,349154287#5,83.33,10,6.67
0 days 10:13:00.000000000,5677903#1,83.33,10,6.67
0 days 10:13:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:13:30.000000000,-23334090#0,96.67,3.33,0
0 days 10:13:30.000000000,221723366,83.33,10,6.67
0 days 10:13:30.000000000,221731899#2.168,96.67,3.33,0
0 days 10:13:30.000000000,349154287#5,83.33,10,6.67
0 days 10:13:30.000000000,5677903#1,83.33,10,6.67
0 days 10:14:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:14:00.000000000,-23334090#0,90,10,0
0 days 10:14:00.000000000,221723366,83.33,10,6.67
0 days 10:14:00.000000000,221731899#2.168,90,10,0
0 days 10:14:00.000000000,349154287#5,83.33,10,6.67
0 days 10:14:00.000000000,5677903#1,83.33,10,6.67
0 days 10:14:30.000000000,-139919720#0,100,0,0
0 days 10:14:30.000000000,-23334090#0,93.33,6.67,0
0 days 10:14:30.000000000,221723366,100,0,0
0 days 10:14:30.000000000,221731899#2.168,93.33,6.67,0
0 days 10:14:30.000000000,349154287#5,83.33,10,6.67
0 days 10:14:30.000000000,5677903#1,83.33,10,6.67
0 days 10:15:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:15:00.000000000,-23334090#0,96.67,3.33,0
0 days 10:15:00.000000000,221723366,83.33,10,6.67
0 days 10:15:00.000000000,221731899#2.168,96.67,3.33,0
0 days 10:15:00.000000000,349154287#5,83.33,10,6.67
0 days 10:15:00.000000000,5677903#1,83.33,10,6.67
0 days 10:15:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:15:30.000000000,-23334090#0,90,10,0
0 days 10:15:30.000000000,221723366,83.33,10,6.67
0 days 10:15:30.000000000,221731899#2.168,90,10,0
0 days 10:15:30.000000000,349154287#5,83.33,10,6.67
0 days 10:15:30.000000000,5677903#1,83.33,10,6.67
0 days 10:16:00.000000000,-139919720#0,100,0,0
0 days 10:16:00.000000000,-23334090#0,93.33,6.67,0
0 days 10:16:00.000000000,221723366,100,0,0
0 days 10:16:00.000000000,221731899#2.168,93.33,6.67,0
0 days 10:16:00.000000000,349154287#5,83.33,10,6.67
0 days 10:16:00.000000000,5677903#1,83.33,10,6.67
0 days 10:16:30.000000000,-139919720#0,83.33,10,6.67
0 days 10:16:30.000000000,-23334090#0,96.67,3.33,0
0 days 10:16:30.000000000,221723366,83.33,10,6.67
0 days 10:16:30.000000000,221731899#2.168,96.67,3.33,0
0 days 10:16:30.000000000,349154287#5,83.33,10,6.67
0 days 10:16:30.000000000,5677903#1,83.33,10,6.67
0 days 10:17:00.000000000,-139919720#0,83.33,10,6.67
0 days 10:17:00.000000000,-23334090#0,90,10,0
0 days 10:17:00.000000000,221723366,83.33,10,6.67
0 days 10:17:00.000000000,221731899#2.168,90,10,0
