link,time_30,queue_count_max,queue_len_max
5677903#1,0 days 09:23:30,5,137.709531
5677903#1,0 days 09:24:00,6,136.0285224
5677903#1,0 days 09:24:30,6,123.8030089
5677903#1,0 days 09:25:00,2,43.92862811
5677903#1,0 days 09:25:30,3,62.85043227
5677903#1,0 days 09:26:00,3,61.82564044
5677903#1,0 days 09:26:30,4,85.88150582
5677903#1,0 days 09:27:00,0,0
5677903#1,0 days 09:27:30,2,41.95601194
5677903#1,0 days 09:28:00,3,84.33488291
5677903#1,0 days 09:28:30,3,60.31635845
5677903#1,0 days 09:29:00,1,16.44506023
5677903#1,0 days 09:29:30,2,51.99703653
5677903#1,0 days 09:30:00,3,64.8547169
5677903#1,0 days 09:30:30,3,57.38708432
5677903#1,0 days 09:31:00,2,55.10098585
5677903#1,0 days 09:31:30,4,95.77791281
5677903#1,0 days 09:32:00,4,78.1400452
5677903#1,0 days 09:32:30,4,73.10223409
5677903#1,0 days 09:33:00,2,60.60314484
5677903#1,0 days 09:33:30,5,99.1644507
5677903#1,0 days 09:34:00,5,107.923153
5677903#1,0 days 09:34:30,6,122.4199994
5677903#1,0 days 09:35:00,3,51.15616135
5677903#1,0 days 09:35:30,5,91.98681569
5677903#1,0 days 09:36:00,4,97.05742562
5677903#1,0 days 09:36:30,4,69.3948626
5677903#1,0 days 09:37:00,0,0
5677903#1,0 days 09:37:30,2,49.07932594
5677903#1,0 days 09:38:00,3,63.31138342
5677903#1,0 days 09:38:30,3,45.90140601
5677903#1,0 days 09:39:00,1,14.74902403
5677903#1,0 days 09:39:30,2,46.88784679
5677903#1,0 days 09:40:00,4,100.3082076
5677903#1,0 days 09:40:30,4,102.5623261
5677903#1,0 days 09:41:00,2,59.22078193
5677903#1,0 days 09:41:30,4,102.9648529
5677903#1,0 days 09:42:00,4,79.86414499
5677903#1,0 days 09:42:30,4,99.34110006
5677903#1,0 days 09:43:00,1,16.44506023
5677903#1,0 days 09:43:30,4,105.1149519
5677903#1,0 days 09:44:00,5,121.2262363
5677903#1,0 days 09:44:30,5,127.1316941
5677903#1,0 days 09:45:00,3,62.25203514
5677903#1,0 days 09:45:30,4,82.25842482
5677903#1,0 days 09:46:00,5,87.16098804
5677903#1,0 days 09:46:30,4,67.28381302
5677903#1,0 days 09:47:00,0,0
5677903#1,0 days 09:47:30,2,45.3213375
5677903#1,0 days 09:48:00,4,78.20909768
5677903#1,0 days 09:48:30,3,58.38147581
5677903#1,0 days 09:49:00,1,16.44506023
5677903#1,0 days 09:49:30,3,48.4039794
5677903#1,0 days 09:50:00,3,63.5876587
5677903#1,0 days 09:50:30,3,47.99707316
5677903#1,0 days 09:51:00,2,45.95343052
5677903#1,0 days 09:51:30,5,100.4009987
5677903#1,0 days 09:52:00,4,64.08669826
5677903#1,0 days 09:52:30,4,58.91106509
5677903#1,0 days 09:53:00,3,62.39860546
5677903#1,0 days 09:53:30,5,86.94130658
5677903#1,0 days 09:54:00,6,131.1100883
5677903#1,0 days 09:54:30,7,128.0910284
5677903#1,0 days 09:55:00,3,62.45858018
5677903#1,0 days 09:55:30,4,93.84759704
5677903#1,0 days 09:56:00,5,87.67802927
5677903#1,0 days 09:56:30,5,71.88790059
5677903#1,0 days 09:57:30,2,48.65878733
5677903#1,0 days 09:58:00,4,94.23109868
5677903#1,0 days 09:58:30,4,88.23812591
5677903#1,0 days 09:59:00,1,16.44506023
5677903#1,0 days 09:59:30,3,56.08928352
5677903#1,0 days 10:00:00,5,91.34440211
5677903#1,0 days 10:00:30,4,73.14441898
5677903#1,0 days 10:01:00,1,16.44506023
5677903#1,0 days 10:01:30,4,85.47423184
5677903#1,0 days 10:02:00,4,73.45548405
5677903#1,0 days 10:02:30,4,70.98124931
5677903#1,0 days 10:03:00,2,57.94769002
5677903#1,0 days 10:03:30,5,101.8980323
5677903#1,0 days 10:04:00,6,121.0641084
5677903#1,0 days 10:04:30,7,129.3276923
5677903#1,0 days 10:05:00,2,45.11533187
5677903#1,0 days 10:05:30,3,62.85043227
5677903#1,0 days 10:06:00,4,81.22882694
5677903#1,0 days 10:06:30,4,64.22420351
5677903#1,0 days 10:07:30,2,46.02677184
5677903#1,0 days 10:08:00,5,110.4448981
5677903#1,0 days 10:08:30,4,79.76046199
5677903#1,0 days 10:09:00,1,16.44506023
5677903#1,0 days 10:09:30,3,63.82780004
5677903#1,0 days 10:10:00,4,81.55192505
5677903#1,0 days 10:10:30,4,69.46516341
5677903#1,0 days 10:11:00,2,57.04259336
5677903#1,0 days 10:11:30,3,76.58944696
5677903#1,0 days 10:12:00,4,75.70943927
5677903#1,0 days 10:12:30,4,77.75604625
5677903#1,0 days 10:13:00,2,50.84932892
5677903#1,0 days 10:13:30,4,93.4422249
5677903#1,0 days 10:14:00,5,104.7434683
5677903#1,0 days 10:14:30,6,108.5319368
5677903#1,0 days 10:15:00,1,14.74902403
5677903#1,0 days 10:15:30,2,57.66738709
5677903#1,0 days 10:16:00,2,31.07703817
5677903#1,0 days 10:16:30,2,31.07703817
-139919720#0,0 days 07:01:30,0,0
221723366,0 days 07:01:30,0,0
349154287#5,0 days 07:01:30,1,13.58763924
-139919720#0,0 days 07:02:00,0,0
-23334090#0,0 days 07:02:00,0,0
349154287#5,0 days 07:02:00,3,75.42859367
-23334090#0,0 days 07:02:30,0,0
221723366,0 days 07:02:30,0,0
-139919720#0,0 days 07:03:00,0,0
221723366,0 days 07:03:00,0,0
349154287#5,0 days 07:03:00,1,11.88436338
-139919720#0,0 days 07:03:30,0,0
221723366,0 days 07:03:30,0,0
349154287#5,0 days 07:03:30,5,77.97364333
-139919720#0,0 days 07:04:00,0,0
-23334090#0,0 days 07:04:00,0,0
221723366,0 days 07:04:00,0,0
349154287#5,0 days 07:04:00,6,78.1635039
-139919720#0,0 days 07:04:30,0,0
-23334090#0,0 days 07:04:30,0,0
221723366,0 days 07:04:30,0,0
349154287#5,0 days 07:04:30,1,13.58763924
-139919720#0,0 days 07:05:00,0,0
-23334090#0,0 days 07:05:00,5,95.83225869
221723366,0 days 07:05:00,0,0
349154287#5,0 days 07:05:00,4,75.91112669
-139919720#0,0 days 07:05:30,0,0
-23334090#0,0 days 07:05:30,0,0
221723366,0 days 07:05:30,0,0
349154287#5,0 days 07:05:30,5,77.84037868
-139919720#0,0 days 07:06:00,0,0
-23334090#0,0 days 07:06:00,1,20.73944408
221723366,0 days 07:06:00,0,0
349154287#5,0 days 07:06:00,5,77.14786009
-139919720#0,0 days 07:06:30,1,18.47110152
-23334090#0,0 days 07:06:30,8,146.8692506
221723366,0 days 07:06:30,0,0
349154287#5,0 days 07:06:30,1,13.58763924
-139919720#0,0 days 07:07:00,1,18.47110152
-23334090#0,0 days 07:07:00,7,158.6680121
221723366,0 days 07:07:00,0,0
349154287#5,0 days 07:07:00,0,0
-139919720#0,0 days 07:07:30,1,18.47110152
-23334090#0,0 days 07:07:30,0,0
221723366,0 days 07:07:30,0,0
349154287#5,0 days 07:07:30,1,12.03033912
-139919720#0,0 days 07:08:00,1,18.47110152
-23334090#0,0 days 07:08:00,0,0
221723366,0 days 07:08:00,0,0
349154287#5,0 days 07:08:00,4,75.25204393
-139919720#0,0 days 07:08:30,1,18.47110152
-23334090#0,0 days 07:08:30,0,0
221723366,0 days 07:08:30,0,0
349154287#5,0 days 07:08:30,2,46.39203196
-139919720#0,0 days 07:09:00,1,18.47110152
-23334090#0,0 days 07:09:00,0,0
221723366,0 days 07:09:00,0,0
349154287#5,0 days 07:09:00,1,13.58763924
-139919720#0,0 days 07:09:30,1,18.47110152
221723366,0 days 07:09:30,0,0
349154287#5,0 days 07:09:30,4,77.07472118
-139919720#0,0 days 07:10:00,1,18.47110152
-23334090#0,0 days 07:10:00,0,0
221723366,0 days 07:10:00,0,0
349154287#5,0 days 07:10:00,5,76.88431734
-139919720#0,0 days 07:10:30,1,18.47110152
-23334090#0,0 days 07:10:30,1,23.55316311
221723366,0 days 07:10:30,0,0
349154287#5,0 days 07:10:30,1,16.11399155
-139919720#0,0 days 07:11:00,0,0
-23334090#0,0 days 07:11:00,6,140.1386041
221723366,0 days 07:11:00,0,0
349154287#5,0 days 07:11:00,4,74.25269622
-139919720#0,0 days 07:11:30,0,0
-23334090#0,0 days 07:11:30,0,0
221723366,0 days 07:11:30,0,0
349154287#5,0 days 07:11:30,4,77.51725347
-139919720#0,0 days 07:12:00,0,0
-23334090#0,0 days 07:12:00,1,20.73944408
221723366,0 days 07:12:00,0,0
349154287#5,0 days 07:12:00,4,75.60514409
-139919720#0,0 days 07:12:30,0,0
-23334090#0,0 days 07:12:30,8,188.2400903
221723366,0 days 07:12:30,0,0
349154287#5,0 days 07:12:30,0,0
-139919720#0,0 days 07:13:00,0,0
-23334090#0,0 days 07:13:00,0,0
221723366,0 days 07:13:00,0,0
349154287#5,0 days 07:13:00,2,45.21702612
-139919720#0,0 days 07:13:30,0,0
221723366,0 days 07:13:30,0,0
349154287#5,0 days 07:13:30,2,51.29240089
-139919720#0,0 days 07:14:00,1,18.47110152
-23334090#0,0 days 07:14:00,0,0
221723366,0 days 07:14:00,0,0
349154287#5,0 days 07:14:00,4,77.09085647
-139919720#0,0 days 07:14:30,1,18.47110152
-23334090#0,0 days 07:14:30,0,0
221723366,0 days 07:14:30,0,0
349154287#5,0 days 07:14:30,2,46.31868542
-139919720#0,0 days 07:15:00,1,18.47110152
-23334090#0,0 days 07:15:00,0,0
221723366,0 days 07:15:00,0,0
349154287#5,0 days 07:15:00,2,39.0087837
-139919720#0,0 days 07:15:30,0,0
221723366,0 days 07:15:30,0,0
349154287#5,0 days 07:15:30,4,77.11746326
-139919720#0,0 days 07:16:00,0,0
-23334090#0,0 days 07:16:00,0,0
221723366,0 days 07:16:00,0,0
349154287#5,0 days 07:16:00,5,78.26677706
-139919720#0,0 days 07:16:30,0,0
-23334090#0,0 days 07:16:30,1,23.55316311
221723366,0 days 07:16:30,0,0
349154287#5,0 days 07:16:30,1,13.58763924
-139919720#0,0 days 07:17:00,0,0
-23334090#0,0 days 07:17:00,6,145.6698997
221723366,0 days 07:17:00,0,0
349154287#5,0 days 07:17:00,4,77.26741257
-139919720#0,0 days 07:17:30,0,0
-23334090#0,0 days 07:17:30,0,0
221723366,0 days 07:17:30,0,0
349154287#5,0 days 07:17:30,4,76.84101605
-139919720#0,0 days 07:18:00,0,0
-23334090#0,0 days 07:18:00,1,23.55316311
221723366,0 days 07:18:00,0,0
349154287#5,0 days 07:18:00,4,73.947566
-139919720#0,0 days 07:18:30,1,18.47110152
-23334090#0,0 days 07:18:30,10,192.71822
221723366,0 days 07:18:30,0,0
349154287#5,0 days 07:18:30,1,13.58763924
-139919720#0,0 days 07:19:00,1,18.47110152
-23334090#0,0 days 07:19:00,0,0
221723366,0 days 07:19:00,0,0
349154287#5,0 days 07:19:00,4,77.94365187
-139919720#0,0 days 07:19:30,1,18.47110152
221723366,0 days 07:19:30,0,0
349154287#5,0 days 07:19:30,4,76.91430102
-139919720#0,0 days 07:20:00,1,16.45735579
-23334090#0,0 days 07:20:00,1,23.55316311
221723366,0 days 07:20:00,0,0
349154287#5,0 days 07:20:00,4,76.97118385
-139919720#0,0 days 07:20:30,1,16.45735579
-23334090#0,0 days 07:20:30,0,0
221723366,0 days 07:20:30,0,0
349154287#5,0 days 07:20:30,2,35.07231694
-139919720#0,0 days 07:21:00,1,16.45735579
-23334090#0,0 days 07:21:00,0,0
221723366,0 days 07:21:00,0,0
349154287#5,0 days 07:21:00,1,13.58763924
-139919720#0,0 days 07:21:30,0,0
221723366,0 days 07:21:30,0,0
349154287#5,0 days 07:21:30,5,76.20808579
-139919720#0,0 days 07:22:00,0,0
-23334090#0,0 days 07:22:00,0,0
221723366,0 days 07:22:00,0,0
349154287#5,0 days 07:22:00,5,74.52798222
-139919720#0,0 days 07:22:30,0,0
-23334090#0,0 days 07:22:30,6,137.2847919
221723366,0 days 07:22:30,0,0
349154287#5,0 days 07:22:30,1,16.11399155
-139919720#0,0 days 07:23:00,1,18.47110152
-23334090#0,0 days 07:23:00,9,191.2942092
221723366,0 days 07:23:00,0,0
349154287#5,0 days 07:23:00,4,75.20873168
-139919720#0,0 days 07:23:30,1,18.47110152
-23334090#0,0 days 07:23:30,0,0
221723366,0 days 07:23:30,0,0
349154287#5,0 days 07:23:30,5,78.12020986
-139919720#0,0 days 07:24:00,1,18.47110152
-23334090#0,0 days 07:24:00,1,23.55316311
221723366,0 days 07:24:00,0,0
349154287#5,0 days 07:24:00,5,77.56055152
-139919720#0,0 days 07:24:30,1,18.47110152
-23334090#0,0 days 07:24:30,11,238.4091976
221723366,0 days 07:24:30,0,0
349154287#5,0 days 07:24:30,1,16.11399155
-139919720#0,0 days 07:25:00,1,18.47110152
-23334090#0,0 days 07:25:00,0,0
221723366,0 days 07:25:00,0,0
349154287#5,0 days 07:25:00,2,54.09370702
-139919720#0,0 days 07:25:30,1,18.47110152
-23334090#0,0 days 07:25:30,0,0
221723366,0 days 07:25:30,0,0
349154287#5,0 days 07:25:30,2,40.26745593
-139919720#0,0 days 07:26:00,1,18.47110152
-23334090#0,0 days 07:26:00,1,23.55316311
221723366,0 days 07:26:00,0,0
349154287#5,0 days 07:26:00,4,76.94078719
-139919720#0,0 days 07:26:30,1,18.47110152
-23334090#0,0 days 07:26:30,0,0
221723366,0 days 07:26:30,0,0
349154287#5,0 days 07:26:30,0,0
-139919720#0,0 days 07:27:00,1,18.47110152
-23334090#0,0 days 07:27:00,0,0
221723366,0 days 07:27:00,0,0
349154287#5,0 days 07:27:00,1,13.58763924
-139919720#0,0 days 07:27:30,1,18.47110152
221723366,0 days 07:27:30,0,0
349154287#5,0 days 07:27:30,4,78.15020259
-139919720#0,0 days 07:28:00,1,18.47110152
-23334090#0,0 days 07:28:00,0,0
221723366,0 days 07:28:00,0,0
349154287#5,0 days 07:28:00,4,77.5905378
-139919720#0,0 days 07:28:30,1,18.47110152
-23334090#0,0 days 07:28:30,5,136.5649144
221723366,0 days 07:28:30,0,0
349154287#5,0 days 07:28:30,1,13.58763924
-139919720#0,0 days 07:29:00,1,18.47110152
-23334090#0,0 days 07:29:00,9,188.5156921
221723366,0 days 07:29:00,0,0
349154287#5,0 days 07:29:00,4,77.90036033
-139919720#0,0 days 07:29:30,1,18.47110152
-23334090#0,0 days 07:29:30,0,0
221723366,0 days 07:29:30,0,0
349154287#5,0 days 07:29:30,5,78.54363962
-139919720#0,0 days 07:30:00,1,18.47110152
-23334090#0,0 days 07:30:00,2,50.5479512
221723366,0 days 07:30:00,0,0
349154287#5,0 days 07:30:00,5,78.19349337
-139919720#0,0 days 07:30:30,1,18.47110152
-23334090#0,0 days 07:30:30,7,135.8358044
221723366,0 days 07:30:30,0,0
349154287#5,0 days 07:30:30,2,39.59216417
-139919720#0,0 days 07:31:00,1,18.47110152
-23334090#0,0 days 07:31:00,0,0
221723366,0 days 07:31:00,0,0
349154287#5,0 days 07:31:00,1,16.11399155
-139919720#0,0 days 07:31:30,1,18.47110152
221723366,0 days 07:31:30,0,0
349154287#5,0 days 07:31:30,1,16.11399155
-139919720#0,0 days 07:32:00,1,18.47110152
-23334090#0,0 days 07:32:00,0,0
221723366,0 days 07:32:00,0,0
349154287#5,0 days 07:32:00,4,74.20516047
-139919720#0,0 days 07:32:30,1,18.47110152
-23334090#0,0 days 07:32:30,0,0
221723366,0 days 07:32:30,0,0
349154287#5,0 days 07:32:30,1,13.58763924
-139919720#0,0 days 07:33:00,1,18.47110152
221723366,0 days 07:33:00,0,0
349154287#5,0 days 07:33:00,1,11.88436338
-139919720#0,0 days 07:33:30,1,18.47110152
221723366,0 days 07:33:30,0,0
349154287#5,0 days 07:33:30,4,77.44396931
-139919720#0,0 days 07:34:00,1,18.47110152
-23334090#0,0 days 07:34:00,0,0
221723366,0 days 07:34:00,0,0
349154287#5,0 days 07:34:00,5,77.00158275
-139919720#0,0 days 07:34:30,1,18.47110152
-23334090#0,0 days 07:34:30,6,132.8271373
221723366,0 days 07:34:30,0,0
349154287#5,0 days 07:34:30,2,57.28352684
-139919720#0,0 days 07:35:00,1,18.47110152
-23334090#0,0 days 07:35:00,11,192.0145219
221723366,0 days 07:35:00,0,0
349154287#5,0 days 07:35:00,4,76.26447902
-139919720#0,0 days 07:35:30,1,18.47110152
-23334090#0,0 days 07:35:30,0,0
221723366,0 days 07:35:30,0,0
349154287#5,0 days 07:35:30,4,72.11544371
-139919720#0,0 days 07:36:00,1,18.47110152
-23334090#0,0 days 07:36:00,0,0
221723366,0 days 07:36:00,0,0
349154287#5,0 days 07:36:00,4,72.07270806
-139919720#0,0 days 07:36:30,1,18.47110152
-23334090#0,0 days 07:36:30,5,122.7454778
221723366,0 days 07:36:30,0,0
349154287#5,0 days 07:36:30,1,13.58763924
-139919720#0,0 days 07:37:00,1,18.47110152
-23334090#0,0 days 07:37:00,0,0
221723366,0 days 07:37:00,0,0
349154287#5,0 days 07:37:00,3,76.31135262
-139919720#0,0 days 07:37:30,1,18.47110152
221723366,0 days 07:37:30,0,0
349154287#5,0 days 07:37:30,3,68.91323814
-139919720#0,0 days 07:38:00,1,18.47110152
-23334090#0,0 days 07:38:00,0,0
221723366,0 days 07:38:00,0,0
349154287#5,0 days 07:38:00,4,76.34133566
-139919720#0,0 days 07:38:30,1,18.47110152
-23334090#0,0 days 07:38:30,0,0
221723366,0 days 07:38:30,0,0
349154287#5,0 days 07:38:30,1,16.11399155
-139919720#0,0 days 07:39:00,1,18.47110152
221723366,0 days 07:39:00,0,0
349154287#5,0 days 07:39:00,1,12.03033912
-139919720#0,0 days 07:39:30,1,18.47110152
221723366,0 days 07:39:30,0,0
349154287#5,0 days 07:39:30,5,77.76709452
-139919720#0,0 days 07:40:00,1,18.47110152
-23334090#0,0 days 07:40:00,0,0
221723366,0 days 07:40:00,0,0
349154287#5,0 days 07:40:00,5,78.22348545
-139919720#0,0 days 07:40:30,1,18.47110152
-23334090#0,0 days 07:40:30,5,108.398934
221723366,0 days 07:40:30,0,0
349154287#5,0 days 07:40:30,1,13.58763924
-139919720#0,0 days 07:41:00,1,18.47110152
-23334090#0,0 days 07:41:00,9,180.1848549
221723366,0 days 07:41:00,0,0
349154287#5,0 days 07:41:00,5,77.91366302
-139919720#0,0 days 07:41:30,1,18.47110152
-23334090#0,0 days 07:41:30,0,0
221723366,0 days 07:41:30,0,0
349154287#5,0 days 07:41:30,5,77.47395954
-139919720#0,0 days 07:42:00,1,18.47110152
-23334090#0,0 days 07:42:00,2,48.15849639
221723366,0 days 07:42:00,0,0
